key,value
loc_hordes_buff_ranged_attacks_hit_mass_penetration_increased_description,{increase_hitmass:%s} до максимальної маси пробиття для дальніх атак.  
loc_hordes_buff_ranged_attacks_hit_mass_penetration_increased_title,Набої «Зупинач»  
loc_hordes_buff_shock_on_blocking_melee_attack_description,Успішне блокування у ближньому бою завдає цілі шок на {time} секунд.  
loc_hordes_buff_shock_on_blocking_melee_attack_title,Гальванічний бар'єр 
loc_hordes_buff_shock_on_ranged_hit_description,{shock_chance:%s} імовірності вразити ворога шоком під час дальньої атаки.  
loc_hordes_buff_shock_on_ranged_hit_title,Гальванічна передача  
loc_hordes_buff_spawn_dome_shield_on_grenade_explosion_description,"Коли твоя граната вибухає, вона також створює варп-щит у зоні вибуху.  "
loc_hordes_buff_spawn_dome_shield_on_grenade_explosion_title,Варпові гранати
loc_hordes_buff_staggering_pulse_description,Кожні {time} секунд створюється імпульс збивання з рівноваги навколо тебе.  
loc_hordes_buff_staggering_pulse_title,Тримайся подалі!  
loc_hordes_buff_toughness_on_ranged_kill_description,Відновлює {thoughness_regen:%s} щитів після вбивства на відстані.  
loc_hordes_buff_toughness_on_ranged_kill_title,Справжня витримка  
loc_hordes_buff_toughness_regen_in_melee_range_description,"Відновлює {thoughness_regen:%s} щитів за секунду, якщо перебувати в межах {range} метрів від щонайменше {ennemies_count} ворогів.  "
loc_hordes_buff_toughness_regen_in_melee_range_title,У самій гущі  
loc_hordes_buff_weakspot_ranged_hit_gives_infinite_ammo_description,Послідовні {headshot} постріли в голову з дальньої зброї дарують {time} с нескінченних набоїв. Перезарядження здібності: {cooldown} с.  
loc_hordes_buff_weakspot_ranged_hit_gives_infinite_ammo_title,Прицільний залп  
loc_hordes_family_cowboy_description,Цей архетип індульгенції спеціалізується на боях на коротких дистанціях та рукопашній. Швидка зміна зброї та пришвидшене перезарядження.  
loc_hordes_family_cowboy_title,Торговець смертю  
loc_hordes_family_electric_description,Цей архетип індульгенції спеціалізується на завданні електричної шкоди або підвищенні бойової ефективності під час стрільби по електрифікованих цілях.  
loc_hordes_family_electric_title,Шоковий  
loc_hordes_family_elementalist_description,"Цей архетип індульгенції поєднує елементи пірокінетичної та вольтової дисциплін. Він накладає на ворогів ефекти електрики та вогню, а також підвищує бойову ефективність під час бою з ворогами, що горять або перебувають під шоком.  "
loc_hordes_family_elementalist_title,Громовержець  
loc_location_horde_island_rooftops_full,Театр Покарання  
loc_location_horde_island_rooftops_short,Театр Покарання  
loc_location_horde_island_void_full,Театр Смирення  
loc_location_horde_island_void_short,Театр Смирення  
loc_npc_short_name_past_commissar_a,Дарінда Дюкейн  
loc_npc_short_name_past_comms_operator_c,Вокс-оператор  
loc_npc_short_name_past_matriarch_a,Маґалі Брамс  
loc_npc_short_name_past_mourningstar_officer_a,Діонас Кларрін  
loc_npc_short_name_past_sergeant_a,Він Морроу  
loc_objective_psykhanium_deploy_servo_skull_desc,Твоя бойова ефективність буде відстежуватись
loc_objective_psykhanium_deploy_servo_skull_header,Запустити серво-череп  
loc_objective_psykhanium_luggable_01_desc,Вставити батарею до ядра театру  
loc_objective_psykhanium_luggable_01_header,Вставити батарею  
loc_objective_psykhanium_pickup_servo_skull_01_desc,Закріпити серво-череп для повернення до ядра театру.  
loc_objective_psykhanium_pickup_servo_skull_01_header,Забрати серво-череп  
loc_objective_psykhanium_place_servo_skull_desc,Повернути серво-череп до ядра театру для проведення діагностичного розповсюдження.  
loc_objective_psykhanium_place_servo_skull_header,Розмістити серво-череп  
loc_objective_psykhanium_rooftops_zone_01_desc,Утримувати призначену зону (потрібні всі гравці)  
loc_objective_psykhanium_rooftops_zone_01_header,Захопити й утримати  
loc_objective_psykhanium_scanning_01_desc,Просканувати предмети  
loc_objective_psykhanium_scanning_01_header,Відсканувати зону  
loc_objective_psykhanium_void_zone_01_desc,Утримувати призначену зону (потрібні всі гравці)  
loc_objective_psykhanium_void_zone_01_header,Захопити й утримати  
loc_horde_mission_breifing_desc ,"Пережити 12 хвиль ворогів, виконуючи завдання. Сефоні даруватиме благословення під час симуляції."
loc_horde_mission_breifing_zone,Марення Сефоні
loc_hub_locked_by_progression,"Просунутись далі, щоб розблокувати"
loc_horde_buff_big_pick,Оберати велику Індульгенцію
loc_horde_buff_big_time,Хвиля {wave} починається за:
loc_horde_buff_family_pick,Обрати Шлях
loc_horde_buff_family_time,Час на вибір:
loc_horde_buff_small_granted,Індульгенцію даровано
loc_horde_wave_completed,Хвиля {wave} завершена
loc_horde_wave_start,Хвиля {wave}
loc_hordes_buff_boosted_melee_attack_on_cooldown_description,"Отримати посилений удар у ближньому бою, що підвищує шкоду та Імпульс на {enhanced:%s}. Перезарядження: {time:%s} с."
loc_hordes_buff_boosted_melee_attack_on_cooldown_title,Дивись що можу!
loc_hordes_buff_burning_on_melee_hit_taken_description,"Накладає {stacks} стаків горіння на ворогів, які б’ють персонажа у ближньому бою."
loc_hordes_buff_burning_on_melee_hit_taken_title,Палаюча відплата
loc_hordes_buff_burning_on_ranged_hit_description,Дальнобійні атаки накладають {stacks} стаків горіння.
loc_hordes_buff_burning_on_ranged_hit_title,Злива вогню
loc_hordes_buff_combat_ability_cooldown_on_damage_taken_description,{damage_to_cooldown:%s} отриманої шкоди перетворюється на скорочення перезарядки вміння.
loc_hordes_buff_combat_ability_cooldown_on_damage_taken_title,Не звертай уваги
loc_hordes_buff_damage_vs_electrocuted_description,Завдає {damage:%s} шкоди електрифікованим цілям.
loc_hordes_buff_damage_vs_electrocuted_title,Шокоий провідник
loc_hordes_buff_extra_toughness_near_burning_shocked_enemies_description,За кожного палаючого або ураженого струмом ворога поблизу надається {extra_thoughness} додаткових щитів.
loc_hordes_buff_extra_toughness_near_burning_shocked_enemies_title,Підживлена спритність
loc_hordes_buff_psyker_shock_on_touch_force_field_description,"Телекінетичний купол б’є струмом ворогів, що проходять крізь нього."
loc_hordes_buff_psyker_shock_on_touch_force_field_title,Варпова буря
loc_hordes_buff_reflect_melee_damage_description,Відбиває отриману в ближньому бою шкоду й приголомшує ціль.
loc_hordes_buff_reflect_melee_damage_title,Відплата
loc_hordes_buff_shock_pulse_on_toughness_broken_description,Під час розбиття щитів уражаються струмом усі вороги у радіусі {range} м.
loc_hordes_buff_shock_pulse_on_toughness_broken_title,Запобіжник
loc_hordes_family_critical_description,Цей архетип Індульгенції зосереджується на критичних ударах і підвищеній критичній шкоді.
loc_hordes_family_critical_title,Обранець Імператора
loc_npc_short_name_past_legion_captain_a,Капітан Беліс Вандерак
loc_npc_short_name_past_legion_trooper_a,Солдат Варкан
loc_npc_short_name_past_world_eater_a,Гаранак Червоний
loc_npc_short_name_past_young_sergeant_a,Він Морроу
loc_objective_psykhanium_decode_01_desc,Зламати систему
loc_objective_psykhanium_decode_01_header,Розгорнути Збирача даних
loc_objective_psykhanium_demo_01_desc,Винищити демонічне зараження
loc_objective_psykhanium_demo_01_header,Знищити осквернителя
loc_objective_psykhanium_pull_power_lever_01_desc,Включити живлення
loc_objective_psykhanium_pull_power_lever_01_header,Потягнути важіль
loc_objective_psykhanium_start_waves_desc,Розпочати випробування
loc_objective_psykhanium_start_waves_header,Смертельні випробування
loc_tactical_overlay_build_lesser,Мала індульгенція
loc_tactical_overlay_build_major,Велика індульгенція
loc_hordes_buff_no_ammo_consumption_on_crits_description,Набої не витрачаються при критичних влучаннях.
loc_interactable_start_horde,Випробування
loc_hordes_buff_no_ammo_consumption_on_crits_title,Цей задарма
loc_training_ground_psyker_a__horde_safe_zone_a_19,"Не Сефоні бажає, щоб ви програли у цьому випробуванні. Вона робить лише те, що їй наказано."
loc_training_ground_psyker_a__horde_safe_zone_b_03,Сефоні сьогодні щедра. Архетип індульгенції чекає на вас.
loc_training_ground_psyker_a__horde_wave_start_01_a_01,Готуйтеся. Навіть тепер ворог наближається.
loc_training_ground_psyker_a__hub_horde_briefing_a_05,"Якщо ви тут, це тому, що одного дня ви можете стати оперативниками смерті."
loc_training_ground_psyker_a__hub_horde_briefing_b_05,Це навчання випробує вас. Загартує вас. Зробить вас сильними.
loc_training_ground_psyker_a__hub_horde_briefing_c_05,Оперативники Смерті — рідкісні. Загадкові. Як і Сефоні. Але ви ще можете стати одним із них.
loc_hordes_buff_burning_on_melee_hit_description,"Накладає {stacks} стаки вогню на ворогів, яких ти вражаєш у ближньому бою."
loc_hordes_family_fire_description,Цей архетип індульгенції спеціалізується на завданні вогняної шкоди або на підвищенні бойової ефективності під час стрільби по палаючих цілях.
loc_hordes_buff_burning_on_melee_hit_title,Пали єретика
loc_hordes_buff_broker_tox_grenade_applies_self_propagating_toxin_description,"Вибух хімічної гранати накладає токсин, що триває {time:%s}с і поширюється на найближчих ворогів після смерті цілі."
loc_hordes_buff_toughness_on_fire_damage_dealt_description,Отримання {thoughness_regen:%s} щитів за завдану шкоду вогнем.
loc_hordes_buff_damage_taken_by_flamers_and_grenadier_reduced_title,Негорючий
loc_hordes_family_fire_title,Пірокінетик
loc_hordes_buff_broker_tox_grenade_applies_self_propagating_toxin_title,Вірусна хімія
loc_npc_short_name_past_explicator_a,Орґустіна Зола
loc_npc_short_name_past_interrogator_a,Івен Раннік
loc_hordes_buff_damage_taken_by_flamers_and_grenadier_reduced_description,{damage_reduce:%s} зменшення шкоди від Паліїв і Бомберів.
loc_hordes_buff_toughness_on_fire_damage_dealt_title,Палаюча рішучість
loc_mourningstar_soldier_male_b__oval_hub_soldier_exchange_02_b_01,В деяких людей ніякої дисципліни. Завжди зрештою приносять клопіт.
loc_past_explicator_a__story_echo_zola_09_c_01,Якщо я побачу тебе знову — я тебе вб’ю.
loc_past_interrogator_a__story_echo_zola_09_a_01,"Ось. На випадок, якщо ти передумаєш працювати на нас."
loc_past_interrogator_a__story_echo_zola_09_b_01,Вокс-частоти і позивні. Ми чекатимемо. Хтось завжди слухає.
loc_past_interrogator_a__story_echo_zola_09_d_01,"Тобі справді варто стримувати той гострий язик. Він не робить тобі жодної послуги. Au revoir, Орґустіно."
loc_training_ground_psyker_a__horde_defend_area_a_09,"Сефоні захоплюється тими, хто вміє захищатися. Покажи їй, на що ви здатні."
loc_training_ground_psyker_a__horde_new_wave_start_post_upgrade_a_06,Сефоні виявила до тебе поблажливість. Не підведи її!
loc_training_ground_psyker_a__horde_safe_zone_a_17,Смертельні випробування ось-ось розпочнуться. Ви готові?
loc_training_ground_psyker_a__horde_safe_zone_b_02,"Ви, бідолахи, потребуватимете допомоги, щоб вижити. Оберіть архетип індульгенції."
loc_training_ground_psyker_a__horde_wave_interstitial_voices_a_06,Усі ці голоси — у твоїй голові… і в моїй також.
loc_training_ground_psyker_a__horde_wave_start_01_a_05,"Твій ворог збирається, породжений лихими снами і приглушеними психозами."
loc_training_ground_psyker_a__hub_horde_briefing_a_02,"Ось ти де. Сефоні на мить втратила тебе з поля зору. Її розум такий великий, а ти такий малий."
loc_training_ground_psyker_a__hub_horde_briefing_b_02,Сефоні тепер безпосередньо втручається у твоє навчання. Не розчаруй її.
loc_training_ground_psyker_a__hub_horde_briefing_c_02,Бийся без страху! Без почуттів! Без жодної надії на виживання!
loc_hordes_buff_auto_clip_fill_while_melee_description,"Під час використання зброї у ближньому бою, магазин зброї дальнього бою самостійно поповнюється на {ammo:%s} за секунду."
loc_hordes_buff_auto_clip_fill_while_melee_title,"Поклявся б, що було порожньо"
loc_hordes_buff_burning_damage_per_burning_enemy_description,"Шкода від вогню зростає залежно від кількості палаючих цілей, аж до {damage:%s}."
loc_hordes_buff_burning_damage_per_burning_enemy_title,Гори! Гори! Гори!
loc_hordes_buff_coherency_burning_duration_description,"Стаки вогню залишаються на цілі на {linger:%s} довше,поки ти перебуваєш у Єдності."
loc_hordes_buff_coherency_burning_duration_title,Роздмухай полум’я
loc_hordes_buff_coherency_damage_vs_burning_description,Союзники отримують {damage:%s} підвищення до шкоди проти палаючих цілей.
loc_hordes_buff_coherency_damage_vs_burning_title,Поглинаюче полум’я
loc_hordes_buff_damage_vs_burning_description,Завдає {damage:%s} шкоди по палаючих цілях.
loc_hordes_buff_damage_vs_burning_title,Пірокласт
loc_hordes_buff_dodge_incapacitating_attacks_description,Автоматично нейтралізує знерухомлювальну атаку Ловця і Чумного Пса. Перезарядка {cooldown:%s}с
loc_hordes_buff_dodge_incapacitating_attacks_title,Нестримний
loc_hordes_buff_dodge_staggers_description,Ухиляння збиває з рівноваги найближчих ворогів не-спеціалістів людського розміру.
loc_hordes_buff_dodge_staggers_title,Лякаючий
loc_hordes_buff_fire_pulse_description,"Імпульс виходить від гравця кожні 20 секунд. Він накладає {stacks} стаки вогню на всі цілі, яких торкається хвиля."
loc_hordes_buff_fire_pulse_title,Віра випалює єресь
loc_hordes_buff_no_movement_speed_reduction_on_aim_and_windup_description,Прибирає штраф до швидкості руху під час прицілювання і заряджання атак у ближньому бою.
loc_hordes_buff_no_movement_speed_reduction_on_aim_and_windup_title,Швидкий і смертоносний
loc_hordes_buff_random_damage_immunity_description,"Отримуєш {chance:%s} імовірності ухилення, ігноруючи будь-яку отриману шкоду у разі спрацювання."
loc_hordes_buff_random_damage_immunity_title,Проворний
loc_hordes_buff_replenish_stamina_from_ranged_or_melee_hit_description,Відновлює {stamina:%s} витривалості від завданої шкоди у ближньому бою і на дальній дистанції.
loc_hordes_buff_replenish_stamina_from_ranged_or_melee_hit_title,Піднесений жорстокістю
loc_hordes_buff_sprinting_staggers_description,Біг збиває з рівноваги найближчих ворогів не-спеціалістів людського розміру.
loc_hordes_buff_sprinting_staggers_title,Каменетрощитель
loc_hordes_family_unkillable_description,"Цей архетип індульгенції спеціалізується на виживанні, зосередженому на ближньому бою у тісному контакті."
loc_hordes_family_unkillable_title,Колос
loc_hordes_family_unstoppable_description,Цей архетип індульгенції зменшує обмеження руху.
loc_hordes_family_unstoppable_title,Голіаф
loc_location_horde_island_lobby_full,Марення Сефоні
loc_location_horde_island_lobby_short,Марення Сефоні
loc_location_horde_island_machine_full,Театр праведності
loc_location_horde_island_machine_short,Театр праведності
loc_mcguffin_pickup,Смертельна Реліквія
loc_npc_short_name_past_armourer_a,Гаррі «Брант» Чернік
loc_npc_short_name_past_auspex_operator_a,Меллікант Верріс
loc_objective_psykhanium_enter_portal_desc,Поверніться до Сефоні зі смертельною реліквією
loc_objective_psykhanium_enter_portal_header,Марення Сефоні
loc_objective_psykhanium_luggable_machine_desc,Вставте батареї
loc_objective_psykhanium_luggable_machine_header,Вставте батареї
loc_objective_psykhanium_machine_activate_power_desc,Активуйте живлення
loc_objective_psykhanium_machine_activate_power_header,Активуйте живлення
loc_objective_psykhanium_machine_destroy_ice_desc,"Знищіть лід, що вкриває зубчасті колеса."
loc_objective_psykhanium_machine_destroy_ice_header,Знищіть лід
loc_objective_psykhanium_machine_open_gate_desc,Відкрийте браму
loc_objective_psykhanium_machine_open_gate_header,Відкрийте браму
loc_objective_psykhanium_pickup_memory_desc,Заберіть смертельну реліквію
loc_objective_psykhanium_pickup_memory_header,Смертельна Реліквія
loc_objective_psykhanium_place_macguffin_desc,"Сприймай це як данину або, можливо, як доказ ваших героїчних діянь."
loc_objective_psykhanium_place_macguffin_header,Вставте смертельну реліквію
loc_objective_psykhanium_pull_lever_desc,Активуйте ядро Театру
loc_objective_psykhanium_pull_lever_header,Заберіть смертельну реліквію
loc_training_ground_psyker_a__cmd_wandering_skull_02,Не дозволяй своєму сервочерепу віддалятися надто далеко.
loc_training_ground_psyker_a__horde_break_ice_a_05,Лід має бути зламаний. ТИ мусиш його зламати.
loc_training_ground_psyker_a__horde_claim_prize_a_08,Сефоні все одно не хотіла Смертельну реліквію.
loc_training_ground_psyker_a__horde_mission_complete_a_02,"Сефоні думала, що з тобою покінчено. Сефоні рада була помилитись."
loc_training_ground_psyker_a__horde_new_wave_start_post_upgrade_a_07,За цим буде цікаво спостерігати.
loc_training_ground_psyker_a__horde_new_wave_start_post_upgrade_a_08,Сефоні дарувала тобі інструменти для перемоги. Возхвали прекрасну Сефоні.
loc_training_ground_psyker_a__horde_objective_reminder_a_01,"У тебе є завдання, яке слід виконати. Не відволікайся."
loc_training_ground_psyker_a__horde_objective_reminder_a_02,Вороги прибуватимуть і далі. Краще заверши своє завдання.
loc_training_ground_psyker_a__horde_objective_reminder_a_03,Заверши своє завдання. Не зважай на ворогів.
loc_training_ground_psyker_a__horde_objective_reminder_a_04,"Ти не зможеш убити всіх, не сьогодні! Заверши своє завдання!"
loc_training_ground_psyker_a__horde_open_gate_a_02,Відкрий браму! Ти ЗАХОЧЕШ відкрити браму.
loc_training_ground_psyker_a__horde_restore_power_a_01,Хочеш більше набоїв? Тоді віднови живлення.
loc_training_ground_psyker_a__horde_restore_power_a_05,"Сефоні бажає, щоб ти відновив живлення, і винагородить тебе чудовими набоями!"
loc_training_ground_psyker_a__horde_resupply_a_07,Сефоні приносить тобі набої. Сефоні тебе любить.
loc_training_ground_psyker_a__horde_resupply_a_09,Ось! Набої! Використовуй їх. Витрачай без розбору! [сміх]
loc_training_ground_psyker_a__horde_resupply_a_10,У Сефоні є для тебе дещо… але ти маєш це знайти…
loc_training_ground_psyker_a__horde_safe_zone_a_03,Ти можеш почути якісь голоси. Не хвилюйся: вони належать виключно твоїй уяві.
loc_training_ground_psyker_a__horde_safe_zone_a_05,"Ах. Ще один день, ще одна група сміливих добровольців для наставництва Сефоні."
loc_training_ground_psyker_a__horde_safe_zone_b_01,Сефоні трохи приправить події. Час обрати архетип індульгенції.
loc_training_ground_psyker_a__horde_safe_zone_b_10,Не бійся. Сефоні допоможе тобі в майбутньому випробуванні. Нікому більше не потрібно про це знати.
loc_training_ground_psyker_a__horde_wave_interstitial_voices_a_01,Не слухай голосів. Вони не для тебе.
loc_training_ground_psyker_a__horde_wave_interstitial_voices_a_10,"Ти нічого не чув. Сефоні чула, як ти нічого не чув."
loc_training_ground_psyker_a__horde_wave_start_02_a_07,Це здається надто легким? Сефоні надішле ще ляльок.
loc_training_ground_psyker_a__horde_wave_start_02_a_09,"Ви виглядаєте задоволеними собою. Ми ж не можемо цього допустити, правда?"
loc_training_ground_psyker_a__horde_wave_upgrade_prompt_a_07,"У Сефоні є для тебе дещо, адже ти був таким цікавим."
loc_training_ground_psyker_a__info_servo_skull_deployed_04,Сервочереп рухається. [сміх]
loc_past_armourer_a__story_echo_morrow_23_b_01,Так.
loc_past_armourer_a__story_echo_morrow_23_d_01,Ні.
loc_past_armourer_a__story_echo_morrow_23_f_01,Брант.
loc_past_armourer_a__story_echo_morrow_23_h_01,Можливо.
loc_past_armourer_a__story_echo_morrow_23_j_01,Більше жодних розмов.
loc_past_auspex_operator_a__story_echo_morrow_21_a_01,Стазисна капсула на борту. Техножреці її оглядають.
loc_past_auspex_operator_a__story_echo_morrow_21_c_01,"Брант знайшов планшет: Він Морроу, зі Сталевих легіонів Армагеддону."
loc_past_auspex_operator_a__story_echo_morrow_21_e_01,Нічого що можна ідентифікувати. І точно нічого живого.
loc_past_auspex_operator_a__story_echo_morrow_22_b_01,"Досі у стазисі. Те, що вдарило Вейварда, пошкодило стазисну капсулу. Там... можуть бути ушкодження. Втрата пам’яті — для початку."
loc_past_interrogator_a__story_echo_morrow_21_b_01,"Ми вже знаємо, хто він такий?"
loc_past_interrogator_a__story_echo_morrow_21_d_01,Розумію. Одна з вербувальних поїздок Дознавачки Ксаллії. Є якісь сліди її присутності на борту?
loc_past_interrogator_a__story_echo_morrow_22_a_01,Як почувається наш гість?
loc_past_interrogator_a__story_echo_morrow_22_c_01,"Прикро. Та якщо Ксаллія вважала цього Морроу вартим вербування, можливо, Ґрендил думає так само. Вони ж були друзями."
loc_past_interrogator_a__story_echo_morrow_24_a_01,"Ага. Сержанте-майоре Морроу, я так розумію?"
loc_past_interrogator_a__story_echo_morrow_24_c_01,"Так. Схоже, твоя пам’ять трохи сплутана... але в мене є знайомий, який допоможе з цим. І, можливо, заодно трохи підріже зайве."
loc_past_interrogator_a__story_echo_morrow_24_e_01,Ти цього не пам’ятатимеш.
loc_past_interrogator_a__story_echo_zola_35_a_01,"Тут надто тихо. Я очікував більше метушні, криків... можливо, навіть трохи вереску."
loc_past_interrogator_a__story_echo_zola_35_c_01,"З мого досвіду, це завжди стається... рано чи пізно."
loc_past_interrogator_a__story_echo_zola_36_a_01,Слідча Зола не відповідає по воксу.
loc_past_interrogator_a__story_echo_zola_36_d_01,"О, справді? Яка ж вона... наполеглива."
loc_past_interrogator_a__story_echo_zola_36_f_01,"Хе. Авжеж. Продовжуйте, сержанте-майоре. У нас війна,  яку треба виграти. Імператор оберігає."
loc_past_sergeant_a__story_echo_morrow_23_a_01,"Ти ж великий хлопчик, так?"
loc_past_sergeant_a__story_echo_morrow_23_c_01,"Щоправда, не надто балакучий."
loc_past_sergeant_a__story_echo_morrow_23_e_01,У тебе є ім’я?
loc_past_sergeant_a__story_echo_morrow_23_g_01,"Я що, в’язень, Бранте?"
loc_past_sergeant_a__story_echo_morrow_23_i_01,Ага. Дякую за це.
loc_past_sergeant_a__story_echo_morrow_23_k_01,[зітхання] Ти тут головний.
loc_past_sergeant_a__story_echo_morrow_24_b_01,Так мені і казали. Усе трохи туманно.
loc_past_sergeant_a__story_echo_morrow_24_d_01,"Перепрошую, що ти сказав?"
loc_past_sergeant_a__story_echo_zola_35_b_01,"Маємо невелику затишшя, Дознавачу, та і все. Якщо це хоч трохи втішить, я очікую, що будь-якої миті тут почнеться справжнє пекло."
loc_past_sergeant_a__story_echo_zola_36_b_01,"Ага, ну... вона, ймовірно, на поверхні планети."
loc_past_sergeant_a__story_echo_zola_36_c_01,"Вона часто таке робить відтоді, як Вольфер утік із бастіону Танкред. Клялася і божилася, що має вашу повну підтримку."
loc_past_sergeant_a__story_echo_zola_36_e_01,"Не можу сказати, сер."
loc_past_sergeant_a__story_echo_zola_36_g_01,"Будьмо на це сподіватися, сер."
loc_hordes_buff_windup_is_uninterruptible_description,Стати невразливим під час заряджання сильної атаки.
loc_hordes_buff_toughness_on_melee_kills_description,Отримати додаткову {toughness:%s} витривалість від вбивств у ближньому бою.
