"key","value"
"loc_ability_psyker_overcharge_weakspot_description","Убивства в Слабке Місце рахуються як {second:%s}с, проведені в {talent_name:%s}.\n\nЗа кожну секунду, проведену в {talent_name:%s}, також збільшується {finesse_damage_per_stack:%s} Шкоди Вправності (макс. {max_finesse_damage%s}), що зберігається протягом {duration:%s}с після виходу з {talent_name:%s}."
"loc_ability_psyker_smite","Вибух Мозку"
"loc_ability_psyker_smite_description","Зарядити здібність, щоб завдати великої Шкоди одній цілі.  "
"loc_ability_psyker_smite_description_new","Накопичує Псайкерську Силу та вивільняє її, завдавши великої Шкоди Одному Ворогу. Ефективно проти Флак та Панцерної Броні.  "
"loc_ability_shock_grenade","Світлошумова Граната  "
"loc_ability_shock_grenade_description","Кидок Світлошумової Гранати, що б’є струмом і приголомшує всіх ворогів у радіусі вибуху.  "
"loc_ability_smoke_grenade","Димова Граната  "
"loc_ability_smoke_grenade_description","Кидок гранати, що створює димову хмару, яка тримається {duration:%s}с. Хмара блокує лінію зору для більшості ворогів і зменшує дальність огляду ворогів усередині неї.  "
"loc_ability_specialization_biomancy","Псайкінетика  "
"loc_ability_specialization_biomancy_description","Твоя майстерність Психокінетикою дозволяє маніпулювати фундаментальними силами руху силою розуму, підсилюючи союзників і водночас послаблюючи ворогів (і на додачу підриваючи пару-трійку головешок).  "
"loc_ability_specialization_biomancy_description_short","Далекобійний, Крихкий, Підживлюється Перегрівом  "
"loc_ability_veteran_base_ability","Прицільний Вогонь!  "
"loc_ability_veteran_base_ability_desc","Увійти в Стійку Стільця на {duration:%s}с. У Стійці Стільця ти миттєво озброюєшся Стрілецькою Зброєю, завдаєш {damage:%s} Дальнобійної Шкоди та {weakspot_damage:%s} Дальнобійної Шкоди по Слабких Місцях. Твій Розкид і Віддача також значно знижуються.\n\nБазове відновлення: {cooldown:%s}с.  "
"loc_ability_zealot_objective_1","Ривок"
"loc_ability_zealot_objective_2","Завдати Критичного Удару  "
"loc_ability_zealot_pious_stabguy_tier_3_ability_2","Самотній Вовк  "
"loc_ability_zealot_pious_stabguy_tier_3_ability_2_description","Рахується так, ніби перебуваєш у Єдності з трьома іншими.  "
"loc_ability_zealot_pious_stabguy_tier_3_ability_3","Майстер Засідок  "
"loc_ability_zealot_pious_stabguy_tier_3_ability_3_description","Вихід із Єдності з союзниками скидає відновлення Маскування. Може спрацьовувати лише раз на X секунд.  "
"loc_ability_zealot_stealth","Поле Покрову"
"loc_ability_zealot_stealth_description","Увійти в Невидимість на {duration:%s}с. Під час Невидимості отримується додаткові {movement_speed:%s} Швидкість Руху, {backstab_damage:%s} Шкода від Ударів у Спину, {finesse_damage:%s} Шкода Вправності та {crit_chance:%s} Шанс Критичного Удару.\n\nБазове відновлення: {cooldown:%s}с  "
"loc_ability_zealot_throwing_knifes","Клинки Віри "
"loc_ability_zealot_throwing_knifes_desc","Кидок освяченого ножа, щоб завдати великої Шкоди Одному Ворогу. Дуже ефективний проти більшості ворогів; менш ефективний проти Панцерної Броні.\n\n- Швидкий Кидок\n- Убивство Елітних і Особливих Ворогів у Ближньому Бою відновлює 1 ніж\n- Ящики з набоями поповнюють ножі  "
"loc_accept_mission_voting_title_accept_button","Увійти  "
"loc_accept_mission_voting_title_decline_button","Покинути Чергу  "
"loc_accept_mission_voting_title_description","Підбір гравців завершено, і по готовності можна почати місію.  "
"loc_accept_mission_voting_title_header","Місія Готова  "
"loc_accolade_sub_title_tag_level","Рівень  "
"loc_accolade_title_player_of_the_game","Гравець Матчу  "
"loc_accolade_title_player_of_the_game_new","{new:%s} Гравець Матчу  "
"loc_accolade_title_tag_new","Нове!  "
"loc_account_profile_account_rank","Ранг Облікового Запису {account_rank:%d}  "
"loc_account_profile_all_commendations","Усі Відзнаки  "
"loc_account_profile_commendations","Відзнаки Близькі до Завершення  "
"loc_account_profile_current_contact","Поточний Контакт  "
"loc_account_profile_next_reward","Наступна Нагорода  "
"loc_account_profile_win_tracks_view_display_name","Дорога до Спокути  "
"loc_achievement_all_chaos_elites_killed_description","Убити {target} елітних Жахів.  "
"loc_achievement_all_chaos_elites_killed_name","Протокол Очищення  "
"loc_achievement_all_chaos_killed_description","Убити кожен тип Жахів.  "
"loc_achievement_all_chaos_killed_name","Вигнання  "
"loc_achievement_all_chaos_specials_killed_description","Убити {target} кожен тип Жахів-Спеціалістів. "
"loc_achievement_all_chaos_specials_killed_name","Нічний Патруль  "
"loc_achievement_all_cultist_elites_killed_description","Убити {target} кожен тип елітного Дреґа.  "
"loc_achievement_all_cultist_elites_killed_name","Пильний Закон"
"loc_achievement_all_cultist_specials_killed_description","Убити {target} кожен тип Дреґа-Спеціаліста.  "
"loc_achievement_all_cultist_specials_killed_name","Тріумф Закону"
"loc_achievement_all_cultists_killed_description","Убити кожен тип Дреґа.  "
"loc_achievement_all_cultists_killed_name","Винищувач Дреґів"
"loc_achievement_all_renegade_elites_killed_description","Убити {target}  кожен тип елітного Скаба.  "
"loc_achievement_all_renegade_elites_killed_name","Елітарій  "
"loc_achievement_all_renegade_specials_killed_description","Убити {target}  кожен тип Скаба-Спеціаліста.  "
"loc_achievement_all_renegade_specials_killed_name","Господар Відступників  "
"loc_achievement_all_renegades_killed_description","Убити кожен тип Скаба.  "
"loc_achievement_all_renegades_killed_name","Зрадницький Осередок"
"loc_achievement_amount_of_chests_opened_description","Відкрити {target} скринь. Скрині, відкриті союзниками, також зараховуються.  "
"loc_achievement_amount_of_chests_opened_name","Мародер"
"loc_achievement_assists_1_name","Вставай і Бийся! (1)  "
"loc_achievement_assists_2_name","Вставай і Бийся! (2)  "
"loc_achievement_assists_3_name","Вставай і Бийся! (3)  "
"loc_achievement_assists_4_name","Вставай і Бийся! (4)  "
"loc_achievement_assists_5_name","Вставай і Бийся! (5)  "
"loc_achievement_assists_x_description","Підняти {target} повалених Оперативників."
"loc_achievement_banish_daemonhost_description","Вигнати Демононосія."
"loc_achievement_banish_daemonhost_name","Екзорцист"
"loc_achievement_basic_training_description","Завершити Базове Тренування.  "
"loc_achievement_basic_training_name","Заклик до Зброї  "
"loc_achievement_boss_fast_1_name","Час Помирати (1)  "
"loc_achievement_boss_fast_2_name","Час Помирати (2)  "
"loc_achievement_boss_fast_3_name","Час Помирати (3)  "
"loc_achievement_boss_fast_x_description","Убий Потвору за {target}с або менше.  "
"loc_achievement_bulwark_backstab_damage_inflicted_description","Завдати {target} шкоди Оґринам-Щитоносцям ударом у спину.  "
"loc_achievement_bulwark_backstab_damage_inflicted_name","Ніхто Тебе Не Очікував"
"loc_achievement_category_account_label","Обліковий Запис  "
"loc_achievement_category_class_challenges_label","Видалено  "
"loc_achievement_category_classes_label","Клас  "
"loc_achievement_category_defensive_label","Оборонний  "
"loc_achievement_category_endeavours_label","Завдання  "
"loc_achievement_category_enemies_label","Єретики  "
"loc_achievement_category_exploration_label","Дослідження  "
"loc_achievement_category_heretics_label","Єретичний  "
"loc_achievement_category_missions_label","Місії  "
"loc_achievement_category_offensive_label","Наступальний  "
"loc_achievement_category_ogryn_2_label","Оґрин  "
"loc_achievement_category_psyker_2_label","Псайкер  "
"loc_achievement_category_tactical_label","Тактичний  "
"loc_achievement_category_teamplay_label","Команда  "
"loc_achievement_category_veteran_2_label","Ветеран  "
"loc_achievement_category_zealot_2_label","Бузувір"
"loc_achievement_class_meta_description","Завершити {target} із наступних Спокут.  "
"loc_achievement_class_meta_name","{class_name} Господар Війни  "
"loc_achievement_coherency_toughness_description","Відновлення {target} Щитів з Єдності.  "
"loc_achievement_coherency_toughness_name","Напарник  "
"loc_achievement_consecutive_dodge_1_name","Надприродне Ухиляння (1)  "
"loc_achievement_consecutive_dodge_2_name","Надприродне Ухиляння (2)  "
"loc_achievement_consecutive_dodge_3_name","Надприродне Ухиляння (3)  "
"loc_achievement_consecutive_dodge_x_description","Ухилитися від {target} атак, не отримавши шкоди."
"loc_achievement_consecutive_headshots_description","Убити {target} ворогів поспіль пострілами в голову.  "
"loc_achievement_consecutive_headshots_name","Серійний Убивця  "
"loc_achievement_crusher_overhead_smash_dodged_description","Ухилитися від {target} ударів згори Оґрина-Трощителя.\n[Рахується лише один раз за кожного Оґрина-Трощителя]  "
"loc_achievement_crusher_overhead_smash_dodged_name","Уникнути Трощення"
"loc_achievement_cultist_berzerker_head_description","Убити {target} Дреґів-Берсерків пострілами в голову.  "
"loc_achievement_cultist_berzerker_head_name","Протокол Обезголовлення  "
"loc_achievement_cultist_gunner_shot_dodged_description","Ухилитися від {target} пострілів Стрільця під час спринту.  "
"loc_achievement_cultist_gunner_shot_dodged_name","Ривок до Порятунку  "
"loc_achievement_deployables_1_name","Дисципліна і Командна Робота (1)  "
"loc_achievement_deployables_2_name","Дисципліна і Командна Робота (2)  "
"loc_achievement_deployables_3_name","Дисципліна і Командна Робота (3)  "
"loc_achievement_deployables_4_name","Дисципліна і Командна Робота (4)  "
"loc_achievement_deployables_5_name","Дисципліна і Командна Робота (5)  "
"loc_achievement_deployables_x_description","Поділитися {target} боксом з боєприпасами або аптечкою.  "
"loc_achievement_difficult_flash_win_description","Завершити Блискавичну Місію на Загрозі Рівня «Прокляття».  "
"loc_achievement_difficult_flash_win_name","Швидке Реагування"
"loc_achievement_difficult_mission_twins_hard_mode_win_description","Завершити «Ортуський Наступ» на Загрозі Рівня «Прокляття» після розблокування секретного важкого режиму.  "
"loc_achievement_difficult_mission_twins_hard_mode_win_name","Дзвін Дзвонить для Тебе  "
"loc_achievement_difficult_mission_twins_win_description","Перемогти Близнюків Карнака під час «Ортуського Наступу» на Рівні Загрози «Прокляття».  "
"loc_achievement_difficult_mission_twins_win_name","Двох Зайців Одним Пострілом (Екстреміс)"
"loc_achievement_enemies_1_name","Знищити Єретиків (1)  "
"loc_achievement_enemies_2_name","Знищити Єретиків (2)  "
"loc_achievement_enemies_3_name","Знищити Єретиків (3)  "
"loc_achievement_enemies_4_name","Знищити Єретиків (4)  "
"loc_achievement_enemies_5_name","Знищити Єретиків (5)  "
"loc_achievement_enemies_climbing_description","Убити {target} ворогів, що видираються.  "
"loc_achievement_enemies_climbing_name","Мухобійка  "
"loc_achievement_enemies_killed_by_barrels_description","Убити {target} ворогів, підірвавши вибухові бочки.  "
"loc_achievement_enemies_killed_by_barrels_name","Ситуаційна Обізнаність"
"loc_achievement_enemies_killed_by_poxburster_description","Убити {target} ворогів, підірвавши Чумовибухач поряд із ними.  "
"loc_achievement_enemies_killed_by_poxburster_name","Ворог мого Ворога — мій Друг  "
"loc_achievement_enemies_x_description","Убити {target} ворогів вцілому. "
"loc_achievement_executor_non_headshot_description","Убити {target} Скабів-Крушителів без пострілів у голову.  "
"loc_achievement_executor_non_headshot_name","Важка Праця "
"loc_achievement_fast_blocks_1_name","Імператор Захистить (1)  "
"loc_achievement_fast_blocks_2_name","Імператор Захистить (2)  "
"loc_achievement_fast_blocks_3_name","Імператор Захистить (3) "
"loc_achievement_fast_blocks_x_description","Заблокувати {target} шкоди за {time_window}с.  "
"loc_achievement_fast_enemies_1_name","Шалений Убивця (1)  "
"loc_achievement_fast_enemies_2_name","Шалений Убивця (2)  "
"loc_achievement_fast_enemies_3_name","Шалений Убивця (3)  "
"loc_achievement_fast_enemies_x_description","Убити {target} ворогів за {time_window}с."
"loc_achievement_fast_headshot_1_name","Ухилися Від Цього (1)  "
"loc_achievement_fast_headshot_2_name","Ухилися Від Цього (2)  "
"loc_achievement_fast_headshot_3_name","Ухилися Від Цього (3)  "
"loc_achievement_fast_headshot_x_description","Убити {target} ворогів пострілами в голову за 10с. "
"loc_achievement_flamer_killed_before_attack_occurred_description","Убити {target} Паліїв Дреґів або Скабів до того, як вони встигнуть використати свою здібність.  "
"loc_achievement_flamer_killed_before_attack_occurred_name","Загасити Свічку  "
"loc_achievement_flawless_mission_1_name","Бездоганне Виконання (1)  "
"loc_achievement_flawless_mission_2_name","Бездоганне Виконання (2)  "
"loc_achievement_flawless_mission_3_name","Бездоганне Виконання (3)  "
"loc_achievement_flawless_mission_x_description","Завершити {target} місій поспіль, не будучи поваленим, на Загрозі «Злоба» або вище."
"loc_achievement_flawless_team_description","Завершити 100 місій без жодного впавшого союзника.  "
"loc_achievement_flawless_team_name","Команда Мрії"
"loc_achievement_grenadier_killed_before_attack_occurred_description","Убити {target} Бомберів Дреґів або Скабів до того, як вони встигнуть використати свою здібність.  "
"loc_achievement_grenadier_killed_before_attack_occurred_name","Імплозія"
"loc_achievement_group_class_adamant_2_1_name","Зв’язаний Присягою (1)"
"loc_achievement_group_class_adamant_2_2_name","Зв’язаний Присягою (2)"
"loc_achievement_group_class_adamant_2_3_name","Зв’язаний Присягою (3)"
"loc_achievement_group_class_ogryn_2_1_name","Кісткоголовий (1)  "
"loc_achievement_group_class_ogryn_2_2_name","Кісткоголовий (2)  "
"loc_achievement_group_class_ogryn_2_3_name","Кісткоголовий (3) "
"loc_achievement_group_class_ogryn_2_description","Завершити наступні Спокути, граючи за Оґрина. "
"loc_achievement_group_class_psyker_2_1_name","Кінетичний Убивця (1)  "
"loc_achievement_group_class_psyker_2_2_name","Кінетичний Убивця (2)  "
"loc_achievement_group_class_psyker_2_3_name","Кінетичний Убивця (3)  "
"loc_achievement_group_class_psyker_2_description","Завершити наступні Спокути, граючи за Псайкера. "
"loc_achievement_group_class_veteran_2_1_name","У Ціль (1)  "
"loc_achievement_group_class_veteran_2_2_name","У Ціль (2)  "
"loc_achievement_group_class_veteran_2_3_name","У Ціль (3)"
"loc_achievement_group_class_veteran_2_description","Завершити наступні Спокути, граючи за Ветерана.  "
"loc_achievement_group_class_zealot_2_1_name","Шлях Святих (1)"
"loc_achievement_group_class_zealot_2_2_name","Шлях Святих (2)"
"loc_achievement_group_class_zealot_2_3_name","Шлях Святих (3)"
"loc_achievement_group_class_zealot_2_description","Виконати наступні Спокути за Бузувіра.  "
"loc_achievement_group_class_zealot_3_description","Виконати наступні Досягнення за Бузувіра.  "
"loc_achievement_group_cooperation_description","Виконати наступні Командні Спокути.  "
"loc_achievement_group_cooperation_name","Добрий Самарянин  "
"loc_achievement_group_defence_description","Виконати наступні Оборонні Спокути.  "
"loc_achievement_group_defence_name","Справа Захисту  "
"loc_achievement_group_enemies_chaos_description","Виконати наступні Спокути Жаху.  "
"loc_achievement_group_enemies_chaos_name","Очищення Погані  "
"loc_achievement_group_enemies_cultists_description","Виконати наступні Спокути Дреґів.  "
"loc_achievement_group_enemies_cultists_name","Знищити Єретиків"
"loc_achievement_group_enemies_renegades_description","Виконати наступні Спокути Скабів.  "
"loc_achievement_group_enemies_renegades_name","Вирізати Зрадників  "
"loc_achievement_group_missions_description","Виконати наступні Місії Спокут.  "
"loc_achievement_group_missions_name","Місія Малоймовірна "
"loc_achievement_group_offence_description","Виконати наступні Наступальні Спокути.  "
"loc_achievement_group_offence_name","В Атаку, В Атаку, В Атаку!  "
"loc_achievement_hack_1_name","Слідчий (1)  "
"loc_achievement_hack_2_name","Слідчий (2)  "
"loc_achievement_hack_3_name","Слідчий (3)  "
"loc_achievement_hack_4_name","Слідчий (4)  "
"loc_achievement_hack_5_name","Той, Хто Шепоче Машинам"
"loc_achievement_hack_perfect_description","Завершити Збір Даних без жодного хибного введення ауспекса.  "
"loc_achievement_hack_perfect_name","Бездоганний Слідчий  "
"loc_achievement_hack_x_description","Виконати {target} успішних зборів даних.  "
"loc_achievement_kill_chaos_1_name","Очищувач (1)  "
"loc_achievement_kill_chaos_2_name","Очищувач (2)  "
"loc_achievement_kill_chaos_3_name","Очищувач (3)  "
"loc_achievement_kill_chaos_4_name","Очищувач (4)  "
"loc_achievement_kill_chaos_5_name","Очищувач (5)  "
"loc_achievement_kill_chaos_x_description","Убити {target} Чумоходців та інших Жахів варпу.  "
"loc_achievement_kill_cultists_1_name","Мисливець на Дреґів (1)  "
"loc_achievement_kill_cultists_2_name","Мисливець на Дреґів (2)  "
"loc_achievement_kill_cultists_3_name","Мисливець на Дреґів (3)  "
"loc_achievement_kill_cultists_4_name","Мисливець на Дреґів (4)  "
"loc_achievement_kill_cultists_5_name","Мисливець на Дреґів (5)  "
"loc_achievement_kill_cultists_x_description","Убити {target} Дреґів.  "
"loc_achievement_kill_renegades_1_name","Ліквідатор Скабів (1)  "
"loc_achievement_kill_renegades_2_name","Ліквідатор Скабів (2)  "
"loc_achievement_kill_renegades_3_name","Ліквідатор Скабів (3)  "
"loc_achievement_kill_renegades_4_name","Ліквідатор Скабів (4)  "
"loc_achievement_kill_renegades_5_name","Ліквідатор Скабів (5)  "
"loc_achievement_kill_renegades_x_description","Убити {target} Скабів.  "
"loc_achievement_level_collectible_description","Відшукати та вивезти Череп Мученика у {mission_name}  "
"loc_achievement_level_collectible_name","{mission_name}: Вилучення Реліквій "
"loc_achievement_level_mission_auric_description","Завершити {mission_name} на Загрозі {difficulty} на Ауричній Панелі Місій. "
"loc_achievement_level_mission_auric_name","{mission_name} ({tier}) [АУРІК]  "
"loc_achievement_level_mission_description","Завершити {mission_name} на Загрозі {difficulty}.  "
"loc_achievement_level_mission_name","{mission_name} ({tier})  "
"loc_achievement_mauler_attack_dodged_description","Ухилитися від {target} важких ударів Крушителя. [Рахується лише один за кожного Крушителя]    "
"loc_achievement_mauler_attack_dodged_name","Танок Смерті  "
"loc_achievement_melee_renegade_description","Убити {target} Бомберів у ближньому бою.  "
"loc_achievement_melee_renegade_name","Розрив"
"loc_achievement_melee_toughness_description","Відновити {target} Щитів завдяки вбивствам у ближньому бою.  "
"loc_achievement_melee_toughness_name","Жорстокі Нахили  "
"loc_achievement_mission_auric_flawless_description","Як команда завершити Місію Рівня «Прокляття» на Аурику без падінь будь-кого.  "
"loc_achievement_mission_auric_flawless_maelstrom_x_description","Завершити місію Ауричний Вихор на рівні «Прокляття» без падінь будь-кого.  "
"loc_achievement_mission_auric_flawless_maelstrom_x_name","Елітна Гвардія Атоми  "
"loc_achievement_mission_auric_flawless_name","Дивовижне Виживання  "
"loc_achievement_mission_auric_maelstrom_x_description","Завершити {target} місій Ауричного Вихру.  "
"loc_achievement_mission_auric_maelstrom_x_name","Аурична Еліта ({tier})  "
"loc_achievement_mission_auric_x_description","Завершити {target} Місій Рівня Аурик.  "
"loc_achievement_mission_auric_x_name","Оперативник Ауричного Рівня {tier}  "
"loc_achievement_mission_circumstace_1_name","Пристосувальник до Середовища (1)  "
"loc_achievement_mission_circumstace_2_name","Пристосувальник до Середовища (2)  "
"loc_achievement_mission_circumstace_3_name","Пристосувальник до Середовища (3)  "
"loc_achievement_mission_circumstace_4_name","Пристосувальник до Середовища (4)  "
"loc_achievement_mission_circumstace_5_name","Пристосувальник до Середовища (5)  "
"loc_achievement_mission_circumstace_x_description","Завершити {target} Місій зі Спеціальними Умовами.  "
"loc_achievement_mission_consecutive_maelstrom_x_description","Завершити {target} місій поспіль Ауричного Виру без загибелі.  "
"loc_achievement_mission_consecutive_maelstrom_x_name","Виживший в Ауричному Вихорі"
"loc_achievement_mission_darkness_x_description","Завершити {target} місій з умовою Знеструмлення.  "
"loc_achievement_mission_darkness_x_name","Туши Світло ({tier})  "
"loc_achievement_mission_difficulty_objectives_1_description","Завершити кожен Тип Місії на Загрозі «Заколот» або вище.  "
"loc_achievement_mission_difficulty_objectives_1_name","Рекрут Інквізиції"
"loc_achievement_mission_difficulty_objectives_2_description","Завершити кожен Тип Місії на Загрозі «Повстання» або вище.  "
"loc_achievement_mission_difficulty_objectives_2_name","Ветеран Інквізиції   "
"loc_achievement_mission_difficulty_objectives_3_description","Завершити кожен Тип Місії на Загрозі «Злоба» або вище.  "
"loc_achievement_mission_difficulty_objectives_3_name","Взірець Інквізиції  "
"loc_achievement_mission_difficulty_objectives_4_description","Завершити кожен Тип Місії на Загрозі «Єресь» або вище.  "
"loc_achievement_mission_difficulty_objectives_4_name","Легенда Інквізиції  "
"loc_achievement_mission_difficulty_objectives_5_description","Завершити кожен Тип Місії на Загрозі «Прокляття» або вище.  "
"loc_achievement_mission_difficulty_objectives_5_name","Зростання Легенди  "
"loc_achievement_mission_flash_1_name","Бути Напоготові (1)  "
"loc_achievement_mission_flash_2_name","Бути Напоготові (2)  "
"loc_achievement_mission_flash_3_name","Бути Напоготові (3)  "
"loc_achievement_mission_flash_4_name","Бути Напоготові (4)  "
"loc_achievement_mission_flash_5_name","Бути Напоготові (5)  "
"loc_achievement_mission_flash_x_description","Завершити {target} Блискавичних Місій.  "
"loc_achievement_mission_grimoire_recovery_description","Зібрати та вивезти {target} Гримуарів.  "
"loc_achievement_mission_grimoire_recovery_name","Заборонені Тексти ({tier})  "
"loc_achievement_mission_maelstrom_x_description","Завершити {target} місій Вихору.  "
"loc_achievement_mission_maelstrom_x_name","Виживший у Вихорі ({tier})  "
"loc_achievement_mission_no_damage_description","Завершити Місію без отримання шкоди для Здоров’я.  "
"loc_achievement_mission_no_damage_name","Недоторканний  "
"loc_achievement_mission_propganda_fan_kills_description","Убити {target} ворогів, скинувши їх у великий вентилятор під час події на Релейній Станції TRS-150.  "
"loc_achievement_mission_propganda_fan_kills_name","Фан-атик  "
"loc_achievement_mission_raid_bottles_description","Знищити всі сині пляшки у стрілецькому тирі на Воррен 6-19.  "
"loc_achievement_mission_raid_bottles_name","В яблучко"
"loc_achievement_mission_scavenge_samples_description","Вставити всі 3 зразки Зарази протягом {target} секунд у Сховище Вирізки Спайрсайд-13.  "
"loc_achievement_mission_scavenge_samples_name","Швидка Робота  "
"loc_achievement_mission_scripture_recovery_description","Віднайти {target} Священні Тексти у місіях.  "
"loc_achievement_mission_scripture_recovery_name","Архіваріус  "
"loc_achievement_mission_tox_gas_x_description","Завершити {target} місій з умовою Чумного Газу.  "
"loc_achievement_mission_tox_gas_x_name","Затримай Подих! ({tier})  "
"loc_achievement_mission_twins_killed_no_mines_triggered_description","Завершити фінальну битву Ортуського Наступу, не активувавши більше ніж {amount} мін.  "
"loc_achievement_mission_twins_killed_no_mines_triggered_name","Без Респіратора  "
"loc_achievement_mission_twins_unlocked_puzzle_description","Завершено таємну головоломку Ортуського Наступу.  "
"loc_achievement_mission_twins_unlocked_puzzle_name","Провісники Занепаду  "
"loc_achievement_mission_twins_win_description","Перемогти Близнюків Карнаків під час Ортуського Наступу на будь-якій Загрозі.  "
"loc_achievement_mission_twins_win_name","Двох Зайців Одним Пострілом"
"loc_achievement_mission_twins_within_limit_name","Дві Голови Краще, ніж Одна  "
"loc_achievement_mission_twins_within_limit_name_description","Убити обох Близнюків Карнаків із різницею не більше ніж {target} секунд.  "
"loc_achievement_mission_ventilation_x_description","Завершити {target} місій з умовою Вентиляційної Чистки.  "
"loc_achievement_mission_ventilation_x_name","Охолодження  ({tier})  "
"loc_achievement_missions_1_name","Перше Завдання  "
"loc_achievement_missions_2_name","Резерви Атоми (1)  "
"loc_achievement_missions_3_name","Резерви Атоми (2)  "
"loc_achievement_missions_4_name","Резерви Атоми (3)  "
"loc_achievement_missions_5_name","Резерви Атоми (4)  "
"loc_achievement_missions_adamant_2_objective_1_description","As an Arbitrator, complete at least one Mission of each type."
"loc_achievement_missions_adamant_2_objective_1_name","Diligent Patrol"
"loc_achievement_missions_adamant_2_objective_2_description","As an Arbitrator, complete a Mission of each type on Malice Threat or higher."
"loc_achievement_missions_adamant_2_objective_2_name","Diligent Patrol (2)"
"loc_achievement_missions_adamant_2_objective_3_description","As an Arbitrator, complete a Mission of each type on Heresy Threat or higher."
"loc_achievement_missions_adamant_2_objective_3_name","Diligent Patrol (3)"
"loc_achievement_missions_adamant_2_x_description","Complete {target} Missions as an Arbitrator."
"loc_achievement_missions_ogryn_2_1_name","Міцний як Танк (1)  "
"loc_achievement_missions_ogryn_2_2_name","Міцний як Танк (2)  "
"loc_achievement_missions_ogryn_2_3_name","Міцний як Танк (3)  "
"loc_achievement_missions_ogryn_2_4_name","Міцний як Танк (4)  "
"loc_achievement_missions_ogryn_2_5_name","Міцний як Танк (5)  "
"loc_achievement_missions_ogryn_2_objective_1_description","Граючи за Оґрина, завершити принаймні одну Місію кожного типу.  "
"loc_achievement_missions_ogryn_2_objective_1_name","Відлупцювати їх  "
