"key","value"
"loc_adamant_female_a__almost_there_02","Не зупиняйтеся."
"loc_adamant_female_a__almost_there_03","Nearly complete."
"loc_adamant_female_a__almost_there_04","A little more stamina."
"loc_adamant_female_a__almost_there_05","You must endure a little longer."
"loc_adamant_female_a__asset_foul_smoke_01","[Cough] I require a respirator."
"loc_adamant_female_a__asset_foul_smoke_02","[Cough] Damned filth."
"loc_adamant_female_a__asset_foul_smoke_03","[Cough] Air as foul as our foe."
"loc_adamant_female_a__asset_foul_smoke_04","[Cough] The air is tainted."
"loc_adamant_female_a__asset_grease_pit_01","Stay back from that filth."
"loc_adamant_female_a__asset_grease_pit_02","Do not slip."
"loc_adamant_female_a__asset_nurgle_growth_01","Foul taint."
"loc_adamant_female_a__asset_nurgle_growth_02","The only solution for that is fire."
"loc_adamant_female_a__asset_nurgle_growth_03","Would that we could burn this filth."
"loc_adamant_female_a__asset_nurgle_growth_04","Do not touch that."
"loc_adamant_female_a__asset_nurgle_growth_05","I deem that unholy."
"loc_adamant_female_a__asset_sigil_01","Such disorder is displeasing."
"loc_adamant_female_a__asset_sigil_02","Only half-remnants of function are visible."
"loc_adamant_female_a__asset_unnatural_dark_a_01","God-Emperor, this darkness is interminable."
"loc_adamant_female_a__asset_unnatural_dark_a_02","May the Lex shine in this darkness!"
"loc_adamant_female_a__asset_unnatural_dark_a_03","This darkness is a blight. "
"loc_adamant_female_a__asset_unnatural_dark_a_04","Tread carefully. The dark is treacherous."
"loc_adamant_female_a__asset_unnatural_dark_b_01","Complaint achieves nothing ... ACT."
"loc_adamant_female_a__asset_unnatural_dark_b_02","Close quarters fighting, then ... Excellent. "
"loc_adamant_female_a__asset_unnatural_dark_b_03","Weapons at the ready. Your faith will be tested in fire."
"loc_adamant_female_a__asset_unnatural_dark_b_04","I grow tired of this interminable gloom. "
"loc_adamant_female_a__away_from_squad_01","Where are you all?"
"loc_adamant_female_a__away_from_squad_02","If you have deserted me, I will have you on a charge..."
"loc_adamant_female_a__away_from_squad_03","The Lex is my guide... still, I could use a map. "
"loc_adamant_female_a__away_from_squad_04","They have abandoned me. Scofflaws and malcontents, every one. "
"loc_adamant_female_a__away_from_squad_05","I am alone. This is... suboptimal. "
"loc_adamant_female_a__away_from_squad_06","My solitary status is a breach of regulations. "
"loc_adamant_female_a__away_from_squad_07","Hello? Where have you scofflaws gone?"
"loc_adamant_female_a__away_from_squad_08","The Lex is with me. Regrettably, no one else is. "
"loc_adamant_female_a__calling_for_help_01","Backup! I need backup!"
"loc_adamant_female_a__calling_for_help_02","Assistance is required. "
"loc_adamant_female_a__calling_for_help_03","Arbitrator in difficulty!"
"loc_adamant_female_a__calling_for_help_04","Допоможіть мені!"
"loc_adamant_female_a__calling_for_help_05","Arbitrator in peril!"
"loc_adamant_female_a__calling_for_help_06","Aid me, miscreants!"
"loc_adamant_female_a__calling_for_help_07","Send backup!"
"loc_adamant_female_a__calling_for_help_08","Підмогу! Негайно!"
"loc_adamant_female_a__com_wheel_vo_enemy_over_here_01","Enemy spotted!"
"loc_adamant_female_a__com_wheel_vo_enemy_over_here_02","Enemy spotted!"
"loc_adamant_female_a__com_wheel_vo_enemy_over_here_03","Enemy sighted!"
"loc_adamant_female_a__com_wheel_vo_enemy_over_here_04","Enemy sighted!"
"loc_adamant_female_a__com_wheel_vo_enemy_over_here_05","Ворог!"
"loc_adamant_female_a__com_wheel_vo_enemy_over_here_06","Ворог!"
"loc_adamant_female_a__com_wheel_vo_follow_you_01","Watching your back!"
"loc_adamant_female_a__com_wheel_vo_follow_you_02","Watching your back!"
"loc_adamant_female_a__com_wheel_vo_follow_you_03","Я з тобою!"
"loc_adamant_female_a__com_wheel_vo_follow_you_04","Я з тобою!"
"loc_adamant_female_a__com_wheel_vo_follow_you_05","Following your lead!"
"loc_adamant_female_a__com_wheel_vo_follow_you_06","Following your lead!"
"loc_adamant_female_a__com_wheel_vo_for_the_emperor_01","За Імператора!"
"loc_adamant_female_a__com_wheel_vo_for_the_emperor_02","За Імператора!"
"loc_adamant_female_a__com_wheel_vo_for_the_emperor_03","За Закон!"
"loc_adamant_female_a__com_wheel_vo_for_the_emperor_04","За Закон!"
"loc_adamant_female_a__com_wheel_vo_for_the_emperor_05","За Атому!"
"loc_adamant_female_a__com_wheel_vo_for_the_emperor_06","За Атому!"
"loc_adamant_female_a__com_wheel_vo_location_attention_01","Check there!"
"loc_adamant_female_a__com_wheel_vo_location_attention_02","Check there!"
"loc_adamant_female_a__com_wheel_vo_location_attention_03","Look there!"
"loc_adamant_female_a__com_wheel_vo_location_attention_04","Look there!"
"loc_adamant_female_a__com_wheel_vo_location_attention_05","Check that out!"
"loc_adamant_female_a__com_wheel_vo_location_attention_06","Check that out!"
"loc_adamant_female_a__com_wheel_vo_location_ping_01","Go there!"
"loc_adamant_female_a__com_wheel_vo_location_ping_02","Go there!"
"loc_adamant_female_a__com_wheel_vo_location_ping_03","Follow me!"
"loc_adamant_female_a__com_wheel_vo_location_ping_04","Follow me!"
"loc_adamant_female_a__com_wheel_vo_location_ping_05","This way!"
"loc_adamant_female_a__com_wheel_vo_location_ping_06","This way!"
"loc_adamant_female_a__com_wheel_vo_need_ammo_01","Потрібні боєприпаси!"
"loc_adamant_female_a__com_wheel_vo_need_ammo_02","Потрібні боєприпаси!"
"loc_adamant_female_a__com_wheel_vo_need_ammo_03","Боєприпаси, швидко!"
"loc_adamant_female_a__com_wheel_vo_need_ammo_04","Боєприпаси, швидко!"
"loc_adamant_female_a__com_wheel_vo_need_ammo_05","Out of ammo!"
"loc_adamant_female_a__com_wheel_vo_need_ammo_06","Out of ammo!"
"loc_adamant_female_a__com_wheel_vo_need_health_01","I must heal!"
"loc_adamant_female_a__com_wheel_vo_need_health_02","I must heal!"
"loc_adamant_female_a__com_wheel_vo_need_health_03","I am wounded. Need medicae."
"loc_adamant_female_a__com_wheel_vo_need_health_04","I am wounded. Need medicae."
"loc_adamant_female_a__com_wheel_vo_need_health_05","I need medicae!"
"loc_adamant_female_a__com_wheel_vo_need_health_06","I need medicae!"
"loc_adamant_female_a__com_wheel_vo_need_that_01","I'll have it!"
"loc_adamant_female_a__com_wheel_vo_need_that_02","I'll have it!"
"loc_adamant_female_a__com_wheel_vo_need_that_03","Моє!"
"loc_adamant_female_a__com_wheel_vo_need_that_04","Mine!"
"loc_adamant_female_a__com_wheel_vo_need_that_05","I need that!"
"loc_adamant_female_a__com_wheel_vo_need_that_06","I need that!"
"loc_adamant_female_a__com_wheel_vo_no_01","No!"
"loc_adamant_female_a__com_wheel_vo_no_02","No!"
"loc_adamant_female_a__com_wheel_vo_no_03","No!"
"loc_adamant_female_a__com_wheel_vo_no_04","No!"
"loc_adamant_female_a__com_wheel_vo_no_05","No!"
"loc_adamant_female_a__com_wheel_vo_no_06","No!"
"loc_adamant_female_a__com_wheel_vo_thank_you_01","My thanks."
"loc_adamant_female_a__com_wheel_vo_thank_you_02","My thanks."
"loc_adamant_female_a__com_wheel_vo_thank_you_03","Accepted gladly."
"loc_adamant_female_a__com_wheel_vo_thank_you_04","Accepted gladly."
"loc_adamant_female_a__com_wheel_vo_thank_you_05","Thanks!"
"loc_adamant_female_a__com_wheel_vo_thank_you_06","Thanks!"
"loc_adamant_female_a__com_wheel_vo_yes_01","All right!"
"loc_adamant_female_a__com_wheel_vo_yes_02","All right!"
"loc_adamant_female_a__com_wheel_vo_yes_03","Так!"
"loc_adamant_female_a__com_wheel_vo_yes_04","Так!"
"loc_adamant_female_a__com_wheel_vo_yes_05","Звісно!"
"loc_adamant_female_a__com_wheel_vo_yes_06","Звісно!"
"loc_adamant_female_a__combat_pause_limited_adamant_a_01_a_01","With the Judge of Terra as my witness, I will yet forge you into an effective combat unit."
"loc_adamant_female_a__combat_pause_limited_adamant_a_01_b_01","A worthy goal. And a necessary one."
"loc_adamant_female_a__combat_pause_limited_adamant_a_02_a_01","It is an arbitrator's duty to stand firm while others cower."
"loc_adamant_female_a__combat_pause_limited_adamant_a_03_a_01","This is a humbled and benighted world, but we shall restore the sanctity of the Lex Imperialis."
"loc_adamant_female_a__combat_pause_limited_adamant_a_04_a_01","Unity. Discipline. Faith. These virtues are the foundations of victory."
"loc_adamant_female_a__combat_pause_limited_adamant_a_04_b_01","I could not have put it better."
"loc_adamant_female_a__combat_pause_limited_adamant_a_05_a_01","A thoroughfare may be empty, but we are never alone. The enemy gathers in the shadows."
"loc_adamant_female_a__combat_pause_limited_adamant_a_06_a_01","Tertium is corrupt from its deepest roots to its highest pinnacle. But it will not be so forever."
"loc_adamant_female_a__combat_pause_limited_adamant_a_07_a_01","We may not have chosen one another's company, but duty binds us."
"loc_adamant_female_a__combat_pause_limited_adamant_a_08_a_01","Lexbreaking is rife on Atoma. Its extermination is a labour fit to fill a lifetime."
"loc_adamant_female_a__combat_pause_limited_adamant_a_08_b_01","A lifetime well spent, by any measure."
"loc_adamant_female_a__combat_pause_limited_adamant_a_09_a_01","However you began this life, now you are deputies united in upholding the Lex Imperialis."
"loc_adamant_female_a__combat_pause_limited_adamant_a_09_b_01","Indeed, partner. We stand together."
"loc_adamant_female_a__combat_pause_limited_adamant_a_10_a_01","I shall endeavour to teach you proper protocol. You are sure to find it ... instructive."
"loc_adamant_female_a__combat_pause_limited_adamant_a_11_a_01","The Judge of Terra calls you to serve without fear."
"loc_adamant_female_a__combat_pause_limited_adamant_a_12_a_01","I should not be bonded to such reprobates as those who serve Inquisitor Grendyl."
"loc_adamant_female_a__combat_pause_limited_adamant_a_13_a_01","Strike with precision. With certainty. Let none stand in our way."
"loc_adamant_female_a__combat_pause_limited_adamant_a_14_a_01","To my side, reprobates. Duty calls."
"loc_adamant_female_a__combat_pause_limited_adamant_a_15_a_01","These are dark days. We may not witness their end in our lifetime."
"loc_adamant_female_a__combat_pause_limited_adamant_a_15_b_01","Then we will pass the duty on to those who follow. And they to their inheritors until the work is done."
"loc_adamant_female_a__combat_pause_limited_adamant_a_16_a_01","If I issue an order, it is to be obeyed. Do you understand?"
"loc_adamant_female_a__combat_pause_limited_adamant_a_17_a_01","We are all insignificant beside the glory of the Lex Imperialis."
"loc_adamant_female_a__combat_pause_limited_adamant_a_18_a_01","This situation is ... not encouraging."
"loc_adamant_female_a__combat_pause_limited_adamant_a_19_a_01","Remember always that the Judge of Terra values your efforts."
"loc_adamant_female_a__combat_pause_limited_adamant_a_19_b_01","And we must ever strive to be worthy of his trust."
"loc_adamant_female_a__combat_pause_limited_adamant_a_20_a_01","Determination and a steeled heart make all things possible."
"loc_adamant_female_a__combat_pause_limited_adamant_b_01_b_01","That is not our concern. Our orders are clear."
"loc_adamant_female_a__combat_pause_limited_adamant_b_04_b_01","I have. I harbour dark suspicions as to the cause."
"loc_adamant_female_a__combat_pause_limited_adamant_b_08_b_01","A generous attitude, partner. Let us hope it does not play you false."
"loc_adamant_female_a__combat_pause_limited_adamant_b_09_b_01","You are too free with your discretion. It will lead you into ruin."
"loc_adamant_female_a__combat_pause_limited_adamant_b_15_b_01","A sour attitude will not aid in our task's completion."
"loc_adamant_female_a__combat_pause_limited_adamant_b_19_b_01","We shall do as the Lex Imperialis decrees. No more, no less."
"loc_adamant_female_a__combat_pause_limited_adamant_c_05_b_01","It must be restored to order, partner. There is much overlap, but it is not the same."
"loc_adamant_female_a__combat_pause_limited_adamant_c_08_b_01","Your Book of Judgement has bloody pages indeed, partner."
"loc_adamant_female_a__combat_pause_limited_adamant_c_09_b_01","A task fit to fill a lifetime with purpose."
"loc_adamant_female_a__combat_pause_limited_adamant_c_15_b_01","That may be true, but we must temper haste with diligence."
"loc_adamant_female_a__combat_pause_limited_adamant_c_17_b_01","We shall defend it to our last drop of blood."
"loc_adamant_female_a__combat_pause_limited_adamant_c_18_b_01","You are a blunt implement, but this world yearns for the strike of the hammer."
"loc_adamant_female_a__combat_pause_limited_adamant_c_19_b_01","Save for disappointing the Judge on Terra, of course."
"loc_adamant_female_a__combat_pause_limited_ogryn_a_02_b_01","I approve your strategy, Behemoth."
"loc_adamant_female_a__combat_pause_limited_ogryn_a_03_b_01","Such is the fate of those charged with upholding the Lex Imperialis."
"loc_adamant_female_a__combat_pause_limited_ogryn_a_05_b_01","Excellent. I commend your service."
"loc_adamant_female_a__combat_pause_limited_ogryn_a_13_b_01","Have no fear, Behemoth. I have known darker days than this."
"loc_adamant_female_a__combat_pause_limited_ogryn_a_17_b_01","A braggart does not prosper."
"loc_adamant_female_a__combat_pause_limited_ogryn_a_19_b_01","Sanction all lexbreakers as you judge proper, Behemoth. Leave the details to me."
"loc_adamant_female_a__combat_pause_limited_ogryn_b_03_b_01","A commendable attitude. Others could learn from it."
"loc_adamant_female_a__combat_pause_limited_ogryn_b_06_b_01","You will have opportunities uncounted, be sure of that."
"loc_adamant_female_a__combat_pause_limited_ogryn_b_11_b_01","Their first folly was to challenge the Lex Imperialis."
"loc_adamant_female_a__combat_pause_limited_ogryn_b_12_b_01","Fun? This is duty, Behemoth. Be glad of it."
"loc_adamant_female_a__combat_pause_limited_ogryn_b_15_b_01","Should the Imperium arrange itself according to your pleasures? My judgement is otherwise."
"loc_adamant_female_a__combat_pause_limited_ogryn_b_18_b_01","And you do so with ... notable results."
"loc_adamant_female_a__combat_pause_limited_ogryn_c_03_b_01","More will come. Upholding the Lex is a battle never-ending."
"loc_adamant_female_a__combat_pause_limited_ogryn_c_06_b_01","Then keep your distance! I have no desire to share your outpourings."
"loc_adamant_female_a__combat_pause_limited_ogryn_c_11_b_01","Marching builds discipline. Discipline is the root of order."
"loc_adamant_female_a__combat_pause_limited_ogryn_c_12_b_01","Hold to your duty, Behemoth, and I shall ensure that your thirst is slaked."
"loc_adamant_female_a__combat_pause_limited_ogryn_c_15_b_01","Those and the firm, guiding hand of the Lex Imperialis."
"loc_adamant_female_a__combat_pause_limited_ogryn_c_18_b_01","And remember almost nothing, I'll warrant."
"loc_adamant_female_a__combat_pause_limited_ogryn_d_03_b_01","Our station is assigned by worth and deed, Behemoth. Those who dwell in such places belong here."
"loc_adamant_female_a__combat_pause_limited_psyker_a_03_b_01","Indeed. A great many things could happen to one with your attitude."
"loc_adamant_female_a__combat_pause_limited_psyker_a_06_b_01","The price paid for heresy and ill-kept lex. We are all complicit."
"loc_adamant_female_a__combat_pause_limited_psyker_a_11_b_01","Your comfort is of no concern."
"loc_adamant_female_a__combat_pause_limited_psyker_a_12_b_01","Then I suspect you will be more happy than sad for the remainder of your brief life."
"loc_adamant_female_a__combat_pause_limited_psyker_a_15_b_01","And I weary of your complaints."
"loc_adamant_female_a__combat_pause_limited_psyker_a_18_b_01","Do not think to issue instruction to me, lexbreaker."
"loc_adamant_female_a__combat_pause_limited_psyker_b_03_b_01","It lacks the order of a guiding hand. As do you."
"loc_adamant_female_a__combat_pause_limited_psyker_b_06_b_01","Much is astray on this world. Resolve and punitive action shall set it right."
"loc_adamant_female_a__combat_pause_limited_psyker_b_11_b_01","You are testing my patience. It is a trial I am likely to fail."
"loc_adamant_female_a__combat_pause_limited_psyker_b_12_b_01","We have all slept too long. This world must be roused to witness the light of Terra once more."
"loc_adamant_female_a__combat_pause_limited_psyker_b_15_b_01","Then your task is both solace and reward."
"loc_adamant_female_a__combat_pause_limited_psyker_b_18_b_01","You will not lack for opportunity. The battle to enforce the Lex Imperialis is never-ending."
"loc_adamant_female_a__combat_pause_limited_psyker_c_11_b_01","Indeed. But familiarity risks corruption. Austere distance is a virtue to those who would bring order."
"loc_adamant_female_a__combat_pause_limited_psyker_c_12_b_01","We are here to stand witness to a lex restored. All else is a distraction."
"loc_adamant_female_a__combat_pause_limited_psyker_c_15_b_01","The law you speak of is but a pale shadow of that which governs the Imperium entire."
"loc_adamant_female_a__combat_pause_limited_psyker_c_18_b_01","Only a narrow mind would think to excuse it so."
"loc_adamant_female_a__combat_pause_limited_veteran_a_01_b_01","Lexbreakers. Or those soon to become so."
"loc_adamant_female_a__combat_pause_limited_veteran_a_08_b_01","I concur. Laxity and sloth are failings we cannot tolerate."
"loc_adamant_female_a__combat_pause_limited_veteran_a_09_b_01","Better still to aspire to serve the Lex Imperialis. There is no higher calling."
"loc_adamant_female_a__combat_pause_limited_veteran_a_15_b_01","You fought your war with thousands of comrades at your side. Too often, an arbitrator stands alone."
"loc_adamant_female_a__combat_pause_limited_veteran_a_19_b_01","I swear by the Throne that I would never shoot you inadvertently."
"loc_adamant_female_a__combat_pause_limited_veteran_b_01_b_01","I am not convinced that you comprehend the meaning of the word ""glorious""."
"loc_adamant_female_a__combat_pause_limited_veteran_b_08_b_01","Appetite for justice should never flag."
"loc_adamant_female_a__combat_pause_limited_veteran_b_09_b_01","Malcador's Bones! You are a most wretched reprobate."
"loc_adamant_female_a__combat_pause_limited_veteran_b_15_b_01","It is merely another place that clamours for justice."
"loc_adamant_female_a__combat_pause_limited_veteran_b_19_b_01","Indeed. Directness is prefered in all things. Battle most especially."
"loc_adamant_female_a__combat_pause_limited_veteran_c_01_b_01","Fear not the foe. We fight for a higher cause."
"loc_adamant_female_a__combat_pause_limited_veteran_c_08_b_01","Then make it count. Serve to your last breath. Fight until your strength finally ebbs."
"loc_adamant_female_a__combat_pause_limited_veteran_c_09_b_01","If I cannot live to witness my labours completed, death in service is the highest calling."
"loc_adamant_female_a__combat_pause_limited_veteran_c_15_b_01","I concur. Lexbreakers and heretics muster close by."
"loc_adamant_female_a__combat_pause_limited_veteran_c_19_b_01","Hold on to discipline. It is the wellspring of victory."
"loc_adamant_female_a__combat_pause_limited_zealot_a_01_b_01","A veritous decree. The price of lax vigilance."
"loc_adamant_female_a__combat_pause_limited_zealot_a_04_b_01","May our deeds be witnessed and judged worthy."
"loc_adamant_female_a__combat_pause_limited_zealot_a_08_b_01","Better it be the enemy's."
"loc_adamant_female_a__combat_pause_limited_zealot_a_09_b_01","As it should be. "
"loc_adamant_female_a__combat_pause_limited_zealot_a_15_b_01","And from his Lex Imperialis, without which the Imperium would crumble."
"loc_adamant_female_a__combat_pause_limited_zealot_a_19_b_01","I prefer to cleave to precision, duty and vigilance."
"loc_adamant_female_a__combat_pause_limited_zealot_b_01_b_01","Any flame will do."
"loc_adamant_female_a__combat_pause_limited_zealot_b_04_b_01","But action requires thought, does it not?"
"loc_adamant_female_a__combat_pause_limited_zealot_b_08_b_01","Such is the natural order that binds both innocence and guilt to proof."
"loc_adamant_female_a__combat_pause_limited_zealot_b_09_b_01","I am gratified to have attracted his rigour."
"loc_adamant_female_a__combat_pause_limited_zealot_b_15_b_01","And the highest calling, save for the lex."
"loc_adamant_female_a__combat_pause_limited_zealot_b_19_b_01","May it guide us to victory and salvation."
"loc_adamant_female_a__combat_pause_limited_zealot_c_01_b_01","Now is not the time."
"loc_adamant_female_a__combat_pause_limited_zealot_c_03_b_01","Fear cares not who it serves. It is ours to wield also."
"loc_adamant_female_a__combat_pause_limited_zealot_c_07_b_01","That is not yet proven ... though I expect that you are correct."
"loc_adamant_female_a__combat_pause_limited_zealot_c_08_b_01","Or through the laxness of so-called allies."
"loc_adamant_female_a__combat_pause_limited_zealot_c_14_b_01","Walk wherever you desire, but do not think to issue orders."
"loc_adamant_female_a__combat_pause_limited_zealot_c_18_b_01","What comfort I need, I draw from the Lex Imperialis and the anticipation of its restoration."
"loc_adamant_female_a__combat_pause_quirk_abhuman_b_01","How have you never heard the term before,  Behemoth?"
"loc_adamant_female_a__combat_pause_quirk_abhuman_b_02","You are different. Inferior. But not without purpose. "
"loc_adamant_female_a__combat_pause_quirk_accuracy_b_01","I will shoot as I see fit!"
"loc_adamant_female_a__combat_pause_quirk_accuracy_b_02","Your words are nothing but a distraction."
"loc_adamant_female_a__combat_pause_quirk_ammo_b_01","You have been profligate. This is the price. "
"loc_adamant_female_a__combat_pause_quirk_ammo_b_02","Did you hit a single target? What a waste. "
"loc_adamant_female_a__combat_pause_quirk_ammo_hog_a_01","Hoarding ammunition is a crime."
"loc_adamant_female_a__combat_pause_quirk_ammo_hog_a_02","You had enough ammunition. Wasteful."
"loc_adamant_female_a__combat_pause_quirk_ammo_hog_a_03","Cease your ammunition-hoarding ways!"
"loc_adamant_female_a__combat_pause_quirk_ammo_hog_b_01","Ammunition should be in the hands of the deserving. Me."
"loc_adamant_female_a__combat_pause_quirk_ammo_hog_b_02","You would only waste it. "
"loc_adamant_female_a__combat_pause_quirk_anger_b_01","Mood and disposion are irrelevent, Firebrand. Do your duty."
"loc_adamant_female_a__combat_pause_quirk_anger_b_02","Irrelevent. Focus on the task at hand. "
"loc_adamant_female_a__combat_pause_quirk_bad_feeling_b_01","On this occasion, Liability, I am inclined to heed your words."
"loc_adamant_female_a__combat_pause_quirk_bad_feeling_b_02","Whatever comes, we will face it in the name of the Lex."
"loc_adamant_female_a__combat_pause_quirk_bone_ead_b_01","Cherish your ignorance, Behemoth."
"loc_adamant_female_a__combat_pause_quirk_bone_ead_b_02","Think of the damage a clever ogryn could do ..."
"loc_adamant_female_a__combat_pause_quirk_bored_b_01","Indeed. Let us seek out a new battle. "
"loc_adamant_female_a__combat_pause_quirk_bored_b_02","Gather your strength, Behemoth. The enemy will come."
"loc_adamant_female_a__combat_pause_quirk_bullets_tickle_b_01","Your hide is indubitably thick, Behemoth."
"loc_adamant_female_a__combat_pause_quirk_bullets_tickle_b_02","An neglected wound will fester. See to your injuries."
"loc_adamant_female_a__combat_pause_quirk_cheerful_b_01","Overconfidence will be your undoing, Behemoth."
"loc_adamant_female_a__combat_pause_quirk_cheerful_b_02","Do not speak of victory until the final blow is struck. "
"loc_adamant_female_a__combat_pause_quirk_club_thump_b_01","Up close and personal, yes? I can see the appeal."
"loc_adamant_female_a__combat_pause_quirk_club_thump_b_02","Did you ever consider a career in Lex-enforcement?"
"loc_adamant_female_a__combat_pause_quirk_cold_b_01","Cease your bleating."
"loc_adamant_female_a__combat_pause_quirk_cold_b_02","Enough. You may freeze for all I care."
"loc_adamant_female_a__combat_pause_quirk_competence_b_01","There remains ample room for improvement."
"loc_adamant_female_a__combat_pause_quirk_competence_b_02","Continue this way, and you may yet reach competence before you die."
"loc_adamant_female_a__combat_pause_quirk_concerning_enforcers_b_01","You will not earn my favour with such wheedling words. "
"loc_adamant_female_a__combat_pause_quirk_concerning_enforcers_b_02","What would you know of such matters, Liability?"
