"key","value"
"loc_astra_a_01_headgear_set_01","Illissi Mk IIa Psykana Collar"
"loc_astra_a_01_headgear_set_01_bioniceye_b_02_var_01","Excoriator Occular Augmetic with Psykana Collar"
"loc_astra_a_01_headgear_set_01_bioniceye_b_02_var_01_desc","Some claim the aetheric wiring on these implants grants the user greater clarity when piercing the veil of the Immaterium. Notably, none of the psykers encumbered with these painful augmetics have ever vouched for this statement."
"loc_astra_a_01_headgear_set_01_desc","Much of a psyker's wargear is designed to remind of their otherness. After all, one can never entirely trust them."
"loc_astra_a_01_headgear_set_04","Illissi Mk IIz Psykana Collar"
"loc_astra_a_01_headgear_set_04_desc","A gold collar designates status in some regiments. In most, it's merely a looter's dream."
"loc_astra_a_01_lowerbody_set_01","Illissi Mk IIIa Psykana Battlegear"
"loc_astra_a_01_lowerbody_set_01_desc","Sometimes the blood washes off, sometimes it's simpler to dye the garment."
"loc_astra_a_01_lowerbody_set_05","Illissi Mk IVc Psykana Battlegear"
"loc_astra_a_01_lowerbody_set_05_desc","A small tag inside, now faded, reads ""Property of the Ordo Militum""."
"loc_astra_a_02_headgear_catachan_headgear_a_blindfold_var_01","Scryer's Eyewrap with Psykana Collar"
"loc_astra_a_02_headgear_catachan_headgear_a_blindfold_var_01_desc","Those blessed with warp sight often shun the use of their eyes, trusting instead to the deeper truth they see in their minds."
"loc_astra_a_02_headgear_genestealer_cults_04_b_var_01","Armoured Psykana Collar (Ice Mourn)"
"loc_astra_a_02_headgear_genestealer_cults_04_b_var_01_desc","This reinforced Psykana Collar provides additional protection at the cost of reduced mobility and peripheral vision."
"loc_astra_a_02_headgear_genestealer_cults_04_b_var_02","Armoured Psykana Collar (Worn Brass)"
"loc_astra_a_02_headgear_genestealer_cults_04_b_var_02_desc","A mind without purpose will wander in dark places."
"loc_astra_a_02_headgear_set_01","Obscurus Mk Ie Psykana Collar"
"loc_astra_a_02_headgear_set_01_desc","Forge World Obscurus once supplied much of the Moebian Domain, though those days are long past."
"loc_astra_a_02_headgear_set_02","Obscurus Mk If Psykana Collar"
"loc_astra_a_02_headgear_set_02_desc","The collar's weight reminds me of my other burdens. Ones you, my ignorant blunt, will never share. Primaris Psyker Gennery Vos (Deceased)"
"loc_astra_a_02_headgear_set_03","Obscurus Mk In Psykana Collar"
"loc_astra_a_02_headgear_set_03_desc","Despite its appearance, the collar offers little in the way of protection. After all, one never knows when one needs to execute a Psyker."
"loc_astra_a_02_lowerbody_set_02","Illissi Mk Vc Psykana Garb"
"loc_astra_a_02_lowerbody_set_02_desc","Had a signed IOU in the left pocket. Apparently a previous owner was heavily in debt to Hallowette."
"loc_astra_a_02_lowerbody_set_03","Illissi Mk Vd Psykana Garb"
"loc_astra_a_02_lowerbody_set_03_desc","Not pretty, but far better than the alternative of limping around on thrice-wounded pegs."
"loc_astra_a_02_lowerbody_set_04","Illissi Mk Vf Psykana Garb"
"loc_astra_a_02_lowerbody_set_04_desc","Some days, the leg brace is an aid. On others, it's an inconvenience."
"loc_astra_a_02_lowerbody_set_06","Manufactorum Worker's Leg Brace"
"loc_astra_a_02_lowerbody_set_06_desc","Accidents are plentiful in the Hive's manufactorums. Not many workers are lucky enough to receive an augmetic upgrade."
"loc_astra_a_04_coated_headgear_set_01","Control Skull Cap with Psykana Collar"
"loc_astra_a_04_coated_headgear_set_01_desc","Arcane circuitry bores deep into the psyker's brain, helping them maintain some semblance of control over the tumultuous energies of the warp."
"loc_astra_a_04_headgear_set_01","Illissi Mk IVa Psykana Meditation Helm."
"loc_astra_a_04_headgear_set_01_desc","Favoured by Psykers who fear loss of control. Can clamp Psychic dampeners and mood restrictors to ease the burden of overstressed minds that fear to wander. If the inner conductors begin to sizzle, beware... Seize the strands of the future!"
"loc_astra_a_04_headgear_set_02","Illissi Mk IVc Psykana Meditation Skullcap"
"loc_astra_a_04_headgear_set_02_desc","What are the spikes for, my dear blunt? I will be happy to elucidate ... just step a little closer ... Ustas the Lost"
"loc_astra_a_04_lowerbody_set_01","Munitorum Psyker Battledress (Bone Sands)"
"loc_astra_a_04_lowerbody_set_01_desc","The Moebian Domain is awash with old Cadian battlegear. History does not record why."
"loc_astra_a_04_lowerbody_set_02","Munitorum Psyker Battledress (Cadian 110th)"
"loc_astra_a_04_lowerbody_set_02_desc","Often repaired, but still serviceable. Would that you could say the same."
"loc_astra_a_04_lowerbody_set_03","Munitorum Psyker Battledress (Cityfight Camo)"
"loc_astra_a_04_lowerbody_set_03_desc","You've often wondered if the perfect balance 'twixt fashionable and battle-ready exists. Truly, you've found the answer."
"loc_astra_a_04_lowerbody_set_04","Munitorum Psyker Battledress (Sun Scorch Camo)"
"loc_astra_a_04_lowerbody_set_04_desc","One leg is slightly longer than the other. You really should get it tailored."
"loc_astra_a_04_lowerbody_set_06","Munitorum Psyker Battledress (Ice Mourn)"
"loc_astra_a_04_lowerbody_set_06_desc","Their white pattern is ideal for winter campaigns, but may quickly get dirty in the back streets of the hive."
"loc_astra_a_06_lowerbody_set_01","""Gloriana"" Psyker Court Raiment"
"loc_astra_a_06_lowerbody_set_01_desc","If you're going to die, you may as well do it looking fabulous."
"loc_astra_a_06_lowerbody_set_02","""Valiance"" Psyker Court Raiment"
"loc_astra_a_06_lowerbody_set_02_desc","Those who willingly add Psykers to their retinue often provide expensive garb to reflect their own (superior) value."
"loc_astra_a_06_lowerbody_set_05","""Magnificus"" Psyker Court Raiment"
"loc_astra_a_06_lowerbody_set_05_desc","It is difficult to see what is truly magnificent about this item, but presumably its former owner loved it dearly."
"loc_astra_a_06_lowerbody_set_06","""Firebrand"" Psyker Court Raiment"
"loc_astra_a_06_lowerbody_set_06_desc","""Beware the insidious temptation of power. Fires that smite your enemies can soon grow and turn on those you would protect.""

Lady Asteria, Lecturer at the Scholastia Psykana"
"loc_astra_a_07_lowerbody_set_01","""Magnificus Gloriana"" Psyker Court Raiment"
"loc_astra_a_07_lowerbody_set_01_desc","Of little value as armour ... but then, in such weapons as wielded in this galaxy, perhaps it is better to maintain one's agility."
"loc_astra_a_07_lowerbody_set_03","""Valiance Gloriana"" Psyker Court Raiment"
"loc_astra_a_07_lowerbody_set_03_desc","Stylish, easily maintained and wind resistant. Perfect for a Psyker on the run."
"loc_astra_b_headgear_set_01","Obscurus Mk Xa Psykana Coven Collar"
"loc_astra_b_headgear_set_01_desc","It matters not the uniform or what oaths are sworn. A witch will only ever be a liability.

Commissar Arkwright Stannish"
"loc_astra_b_headgear_set_01_mouth_cover_01_var_01","Warder's Ceremonial Psykana Collar"
"loc_astra_b_headgear_set_01_mouth_cover_01_var_01_desc","The Fellowship's Warders are often called upon to protect their charges, causing great strain to their physical and meta-physical well-being. These collars provide some small protection against the horrors that await beyond the veil."
"loc_astra_b_headgear_set_01_rebreather_02_b_var_01","Honourum Mk XII Rebreather with Psykana Collar"
"loc_astra_b_headgear_set_01_rebreather_02_b_var_01_desc","Ignore the voices that call to you, spinning tales of eldritch wonders. To listen is to be damned.
- Lady Vorensis, Discipline Master at the Scholastica Psykana M39."
"loc_astra_b_headgear_set_05","Obscurus Mk IX Psykana Coven Collar"
"loc_astra_b_headgear_set_05_desc","Rumoured to have be acquired by Commodore Hallowette by most unscrupulous means, and therefore hardly remarkable."
"loc_astra_b_lowerbody_set_01","Morgaine Mk III Psyker Battledress (Cadian 802nd)"
"loc_astra_b_lowerbody_set_01_desc","Morgaine pattern wargear is cheap to manufacture, but invariably lasts longer than the wearer ... for one reason or another."
"loc_astra_b_lowerbody_set_02","Morgaine Mk III Psyker Battledress (Cadian 110th)"
"loc_astra_b_lowerbody_set_02_desc","Psykers appreciate being provided a uniform matching that of their assigned regiment. It doesn't entirely prevent friendly fire, but every little helps."
"loc_astra_b_lowerbody_set_03","Morgaine Mk III Psyker Battledress (Cityfight Camo)"
"loc_astra_b_lowerbody_set_03_desc","Practical garb for a practical warrior."
"loc_astra_b_lowerbody_set_05","Morgaine Mk III Psyker Battledress (Sludge Jungle Camo)"
"loc_astra_b_lowerbody_set_05_desc","Veteran garb from a long and gruelling campaign."
"loc_astra_b_lowerbody_set_06","Morgaine Mk III Psyker Battledress (Stone Flats Camo)"
"loc_astra_b_lowerbody_set_06_desc","The standard garb for a Sanctioned Psyker assigned to military operations."
"loc_astra_c_lowerbody_set_03","""Penance"" Psyker Trousers"
"loc_astra_c_lowerbody_set_03_desc","Doesn't show the blood, but can't silence the screams."
"loc_astra_d_lowerbody_set_01","""Demagogue"" Psyker Livery"
"loc_astra_d_lowerbody_set_01_desc","The Eye is a not uncommon symbol among Psykers. Some wear it proudly. Others are branded."
"loc_astra_d_lowerbody_set_03","""Excoriator"" Psyker Livery"
"loc_astra_d_lowerbody_set_03_desc","A Psyker who seeks reprieve from the zealous by becoming zealous himself seldom achieves his goal."
"loc_astra_d_lowerbody_set_04","""Sanguine"" Psyker Livery"
"loc_astra_d_lowerbody_set_04_desc","Blood red is always a popular colour ... for reasons that don't always bear scrutiny."
"loc_astra_d_lowerbody_set_05","Traderunner Trousers"
"loc_astra_d_lowerbody_set_05_desc","Practical, weatherworn garb."
"loc_astra_d_lowerbody_set_06","Opulent Combat Britches"
"loc_astra_d_lowerbody_set_06_desc","The colour purple has signified wealth and power since the earliest of civilisations. These trousers show everyone your importance and status."
"loc_astra_e_lowerbody_set_01","""Gloriana"" Psyker Regalia"
"loc_astra_e_lowerbody_set_01_desc","Makeshift garb is seldom as impractical as it looks. This item is an exception to that rule."
"loc_astra_e_lowerbody_set_02","Privateer Trousers"
"loc_astra_e_lowerbody_set_02_desc","It might have been legal - equally it might not - but the previous owner embraced their business with gusto."
"loc_astra_e_lowerbody_set_06","Ship-board Trousers"
"loc_astra_e_lowerbody_set_06_desc","Practical and hard wearing. These are a popular choice for less flamboyant Rogue Traders."
"loc_astra_e_lowerbody_set_07","""Timeworn"" Psyker Regalia"
"loc_astra_e_lowerbody_set_07_desc","While threadbare, these trousers have survived intense action and tough conditions. Emperor willing, they'll last a while yet."
"loc_astra_f_headgear_set_03","""Solemnity"" Redemptor's Veil"
"loc_astra_f_headgear_set_03_desc","Veil worn by a psyker in service to the Ecclesiarchy. The covering spares the faithful from gazing upon a tainted vessel."
"loc_astra_f_lowerbody_set_01","Dominus Mk II Psyker Regalia"
"loc_astra_f_lowerbody_set_01_desc","Psykers attached to the Ecclesiarchy are seldom given the finest gear ... however diligently they serve."
"loc_astra_f_lowerbody_set_03","""Solemnity"" Psyker Regalia"
"loc_astra_f_lowerbody_set_03_desc","Likely will not stay white for long."
"loc_astra_f_lowerbody_set_05","Dominus Mk XXI Psyker Regalia"
"loc_astra_f_lowerbody_set_05_desc","Practically in one's comrades should always be admired."
"loc_astra_f_lowerbody_set_06","Gilded Carmine Psyker Regalia"
"loc_astra_f_lowerbody_set_06_desc","Good quality clothing made of luxurious material. They are well over 100 years old, but you can't have everything."
"loc_astra_upperbody_a_01_set_01","Illissi Mk IIIa Psykana Battlegear"
"loc_astra_upperbody_a_01_set_01_desc","Even the incomparable benefit from a layer of armour."
"loc_astra_upperbody_a_01_set_04","Illissi Mk IVa Psykana Battlegear"
"loc_astra_upperbody_a_01_set_04_desc","Especially lightweight, as Psykers aren't exactly known for their physical prowess."
"loc_astra_upperbody_a_01_set_05","Illissi Mk IVc Psykana Battlegear (Grimgrey variant)"
"loc_astra_upperbody_a_01_set_05_desc","After a long day of wearing heavy armour it is tempting for a Psyker to use mental powers to lighten the burden, but remember, conserve your strength!"
"loc_astra_upperbody_a_02_set_01","Chromite Psyker regalia (Lyndar pattern)."
"loc_astra_upperbody_a_02_set_01_desc","A Psykana tunic offers its wearer some protection from shrapnel, stab wounds, and the like. It also signals its wearer is a Sanctioned Psyker, a witch granted the right to serve the Imperium. It is also a signal to keep a wary eye out, for an out of control Psyker is dangerous indeed."
"loc_astra_upperbody_a_02_set_02","Illissi Mk Vc Psykana Garb"
"loc_astra_upperbody_a_02_set_02_desc","Has an excruciatingly spelled poem about the Black Ships scribbled inside the collar."
"loc_astra_upperbody_a_02_set_04","Illissi Mk Vf Psykana Garb"
"loc_astra_upperbody_a_02_set_04_desc","A prayer to the Emperor is scrawled about the inner cuff."
"loc_astra_upperbody_a_02_set_06","Aureate Mk Vb Psykana Garb"
"loc_astra_upperbody_a_02_set_06_desc","The gold plates create an aura of nobility. Well, it's that or the Psyker's projecting again."
"loc_astra_upperbody_a_02_set_07","Beta-Shift Coveralls"
"loc_astra_upperbody_a_02_set_07_desc","Heavy leather gauntlets and toughened smocks mark out those who have spent time in the manufactorums."
"loc_astra_upperbody_a_04_set_01","Munitorum Psyker Battledress (Bone Sands)"
"loc_astra_upperbody_a_04_set_01_desc","Military discipline isn't necessarily a good match for Psykers, but they can at least dress the part."
"loc_astra_upperbody_a_04_set_02","Munitorum Psyker Battledress (Cadian 110th)"
"loc_astra_upperbody_a_04_set_02_desc","Born within sight of the Eye of Terror, Cadians have greater reason than most to both rely on and distrust Psykers."
"loc_astra_upperbody_a_04_set_04","Munitorum Psyker Battledress (Primaris leathers)"
"loc_astra_upperbody_a_04_set_04_desc","Heavy leather offers a modicum of protection and a large slice of style. As a bonus, easily washed clean of gore."
"loc_astra_upperbody_a_06_set_01","""Triumph"" Psyker Court Raiment"
"loc_astra_upperbody_a_06_set_01_desc","Associating closely with Psykers comes at great cost, so most nobles double down with glorious clothing."
"loc_astra_upperbody_a_06_set_05","""Magnificus"" Psyker Court Raiment"
"loc_astra_upperbody_a_06_set_05_desc","The buckle is the Orb-All seeing, a common motif amongst graduates from the Scholastica Psykana."
"loc_astra_upperbody_a_07_set_01","""Magnificus Gloriana"" Psyker Court Raiment."
"loc_astra_upperbody_a_07_set_01_desc","A low profile won't stop the rabble from staring at a Psyker, so this outfit says at least give them something to look at! "
"loc_astra_upperbody_a_07_set_03","""Valiance Gloriana"" Court Raiment"
"loc_astra_upperbody_a_07_set_03_desc","This outfit spoke to you. Literally. It was just once, and that after a serious Warp Storm. But since then, you've eyed it cautiously."
"loc_astra_upperbody_b_set_01","Moebian Mk III Psykana Battledress (in Cadia pattern)"
"loc_astra_upperbody_b_set_01_desc","How a Cadian style Psykana uniform came to the Moebian Domain is anyone's guess, but it is put to good use here."
"loc_astra_upperbody_b_set_02","Morgaine Mk III Psyker Battledress "
"loc_astra_upperbody_b_set_02_desc","Only those that have proven themselves over long campaigns are allowed to wear the red epaulettes."
"loc_astra_upperbody_b_set_05","Morgaine Mk III Psyker Battledress (Sludge Jungle Camo)"
"loc_astra_upperbody_b_set_05_desc","Psykers are never truly welcome in military regiments ... and seldom are they accepting of their duty."
"loc_astra_upperbody_b_set_06","Morgaine Mk III Psyker Battledress (Militarum Drab)"
"loc_astra_upperbody_b_set_06_desc","This utilitarian uniform is worn by countless Sanctioned Psykers on battlefields across the galaxy."
"loc_astra_upperbody_c_set_03","Black Medusa Psykana Collar (Morlox style regalia)"
"loc_astra_upperbody_c_set_03_desc","The parchment bears your hand-scrawl mantra, a mind exercise that can be repeated to re-focus your psychic energies."
"loc_astra_upperbody_c_set_05","""Protectus"" Psyker Cuirass"
"loc_astra_upperbody_c_set_05_desc","The one who wears this cloth has been favoured by the House of Radee, and carries their seal of favour."
"loc_astra_upperbody_d_set_01","Protectus pattern Psyker Livery"
"loc_astra_upperbody_d_set_01_desc","In the Imperium, where witches are feared and reviled, the symbol of the Scholastica Psykana is the sign of a sanctioned Psyker. Wearing such identifiable garb can offer protection from  friend and foe alike."
"loc_astra_upperbody_d_set_03","""House of Augury"" Psyker Livery"
"loc_astra_upperbody_d_set_03_desc","There are rumours as to how the shiny leather lacquer is made. You aren't sure the rumours are true, but you are sure they're repellant. "
"loc_astra_upperbody_e_set_01","Imperius pattern Psykana garb."
"loc_astra_upperbody_e_set_01_desc","It takes an influential noble or some higher up to fund an outfit like this. Did they gift this to you of their own free will, or were they mentally compelled to do so?"
"loc_astra_upperbody_e_set_02","""Valiance"" Psyker Regalia"
"loc_astra_upperbody_e_set_02_desc","Frontier life is no different to that elsewhere. Everyone hates you, and most of them keep shooting at you.

Zehn the Wicked"
"loc_astra_upperbody_f_set_01","Moebian Dominus pattern Psyker Regalia"
"loc_astra_upperbody_f_set_01_desc","These Psyker robes and regalia are imbued with positive energies of their previous owner. Or perhaps that energy is from a future owner? The webs of fate can be difficult to read. "
"loc_astra_upperbody_f_set_05","Dominus Mk XXI Psyker Regalia"
"loc_astra_upperbody_f_set_05_desc","So artfully has this been repaired, you'd almost never know the last wearer was stabbed in the back."
"loc_astra_upperbody_g_var_01","Empyrean Surcoat (Ice Mourn)"
"loc_astra_upperbody_g_var_01_desc","With its in-built Psykana Collar and heavy padding, this item offers protection for both the body and the mind."
