key,value
loc_veteran_female_a__asset_nurgle_growth_03,Це бляха жахливо.
loc_veteran_female_a__asset_nurgle_growth_04,"Обережно ступай, там багнюка. Виглядає огидно."
loc_veteran_female_a__asset_nurgle_growth_05,Тримайся якомога далі від цієї гидоти! Це недобре.
loc_veteran_female_a__asset_sigil_01,Погляньте на це. Колись це місце було предметом гордості.
loc_veteran_female_a__asset_sigil_02,"Якщо придивитися уважно, можна побачити старе консульство."
loc_veteran_female_a__asset_unnatural_dark_a_01,"Тут трохи похмуро, чи не так?"
loc_veteran_female_a__asset_unnatural_dark_a_02,Є зона з поганим освітленням. Будьте пильні!
loc_veteran_female_a__asset_unnatural_dark_a_03,Паскудство тут дуже темно ...
loc_veteran_female_a__asset_unnatural_dark_a_04,Трохи буде важко бачити.
loc_veteran_female_a__asset_unnatural_dark_b_01,"Будьте пильні! Можливо, нас чекає засідка!"
loc_veteran_female_a__asset_unnatural_dark_b_02,Гарне місце для пастки.
loc_veteran_female_a__asset_unnatural_dark_b_03,"Будьте напоготові! Можливо, десь ховаються єретики!"
loc_veteran_female_a__asset_unnatural_dark_b_04,Постараймось не розходитися.
loc_veteran_female_a__away_from_squad_01,"Де я? Мабуть, помилилася поворотом."
loc_veteran_female_a__away_from_squad_02,"Трон Імператора, я загубила інших."
loc_veteran_female_a__away_from_squad_03,Відгукніться! Де ви?
loc_veteran_female_a__away_from_squad_04,Знову на самоті. Не варто так блукати.
loc_veteran_female_a__away_from_squad_05,Це не правильно. Де всі?
loc_veteran_female_a__away_from_squad_06,Можливо... загубилася.
loc_veteran_female_a__away_from_squad_07,Ах. Де ж всі?
loc_veteran_female_a__away_from_squad_08,Трон! Вони були тут хвилину тому…
loc_veteran_female_a__away_from_squad_09,Наодинці? Це ніколи не закінчується добре…
loc_veteran_female_a__away_from_squad_10,Куди вони поділися?
loc_veteran_female_a__away_from_squad_b_01,"Повертайся сюди, чорт забирай!"
loc_veteran_female_a__away_from_squad_b_02,Всі до купи! Ніхто не йде сам!
loc_veteran_female_a__away_from_squad_b_03,У нас з'явився заблукалий. Гуртуймося!
loc_veteran_female_a__away_from_squad_b_04,Ми повинні триматися разом. Ти не розумієш цього?
loc_veteran_female_a__away_from_squad_b_05,Тримайтеся разом! Трон ... скільки разів ... ?
loc_veteran_female_a__blitz_krak_grenade_a_01,Жбурляю Крак!
loc_veteran_female_a__blitz_krak_grenade_a_02,Кидаю Крак!
loc_veteran_female_a__blitz_krak_grenade_a_03,Крак граната!
loc_veteran_female_a__blitz_krak_grenade_a_04,Крак граната!
loc_veteran_female_a__blitz_krak_grenade_a_05,Кракую броню!
loc_veteran_female_a__blitz_krak_grenade_a_06,Липка бомба!
loc_veteran_female_a__blitz_krak_grenade_a_07,Крак пішла!
loc_veteran_female_a__blitz_krak_grenade_a_08,Кидаю крак гранату!
loc_veteran_female_a__blitz_krak_grenade_a_09,Крак кинутий!
loc_veteran_female_a__blitz_krak_grenade_a_10,Випускаю крак!
loc_veteran_female_a__blitz_smoke_grenade_a_01,Дим виходить!
loc_veteran_female_a__blitz_smoke_grenade_a_02,Дим!
loc_veteran_female_a__blitz_smoke_grenade_a_03,Дим!
loc_veteran_female_a__blitz_smoke_grenade_a_04,C-19-Альфа дим!
loc_veteran_female_a__blitz_smoke_grenade_a_05,Димова граната!
loc_veteran_female_a__blitz_smoke_grenade_a_06,Димова граната!
loc_veteran_female_a__blitz_smoke_grenade_a_07,Випускаю дим!
loc_veteran_female_a__blitz_smoke_grenade_a_08,Димую!
loc_veteran_female_a__blitz_smoke_grenade_a_09,Димова завіса!
loc_veteran_female_a__blitz_smoke_grenade_a_10,Викидаю дим!
loc_veteran_female_a__bonding_conversation_crowds_a_01,Ти непогано це робиш. Ти проходив військовий вишкіл.
loc_veteran_female_a__bonding_conversation_crowds_c_01,Так? І що ти зробив?
loc_veteran_female_a__bonding_conversation_faith_renewed_a_01,"Мені приємно бачити, як святий воїн знищує єретиків."
loc_veteran_female_a__bonding_conversation_faith_renewed_c_01,Хочете влаштувати змагання?
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_ogr_a_b_01,"Тобі подобається, Здорованю?"
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_ogr_a_d_01,"Хтось навчив тебе нових слів, чи не так?"
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_psy_a_b_01,Спусковий палець ніколи не втомлюється.
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_psy_a_d_01,"Так? Ну, я солдат. Це те, що я знаю."
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_vet_b_b_01,"Бачиш? Я знав, що ці години тренувань того варті."
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_vet_b_d_01,"Ти ніколи не змінишся, правда?"
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_zea_a_b_01,"На одного єретика менше, еге ж?"
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_zea_a_d_01,"Так. Ми разом їх уб'ємо, так?"
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_b_male_vet_a_c_01,Я? Я не заздрю.
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_b_vet_a_c_01,"Не я. Ти обманюєш так само, як і Масозі."
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_b_vet_a_e_01,Ти правий. Вона цього не заслуговує.
loc_veteran_female_a__bonding_conversation_headshot_extension_vet_c_vet_a_c_01,Не потрібно бути зверхнім. Гвардія є Гвардія.
loc_veteran_female_a__bonding_conversation_heavy_injury_01_b_01,Це? ... Це всього лише подряпина.
loc_veteran_female_a__bonding_conversation_heavy_injury_01_d_01,Я чую тебе. 
loc_veteran_female_a__bonding_conversation_heavy_injury_02_b_01,"Це ж нормально для гвардійця, чи не так?"
loc_veteran_female_a__bonding_conversation_heavy_injury_02_d_01,Народжений готовим. 
loc_veteran_female_a__bonding_conversation_heavy_injury_03_b_01,"Так? Ну, я зроблю їх кращими. Просто подивись."
loc_veteran_female_a__bonding_conversation_heavy_injury_03_d_01,Ось це я люблю чути!
loc_veteran_female_a__bonding_conversation_heavy_injury_04_b_01,"Я міцніший, ніж виглядаю."
loc_veteran_female_a__bonding_conversation_heavy_injury_04_d_01,Підійди сюди і скажи це!
loc_veteran_female_a__bonding_conversation_heavy_injury_05_a_01,Ти готовий до ще одного раунду?
loc_veteran_female_a__bonding_conversation_heavy_injury_05_c_01,"Можливо, у мене немає такого, але я зроблю все, що в моїх силах."
loc_veteran_female_a__bonding_conversation_heavy_injury_06_a_01,"Коли ми повернемося, тобі знадобляться серйозні ліки. "
loc_veteran_female_a__bonding_conversation_heavy_injury_06_c_01,"Припини ці програшні розмови, солдате. Ти мене чуєш?"
loc_veteran_female_a__bonding_conversation_heavy_injury_07_a_01,"Припини намагатися бути героєм, добре? Ти ставиш нас усіх у погане бачення."
loc_veteran_female_a__bonding_conversation_heavy_injury_07_c_01,"О, перестань жаліти себе. "
loc_veteran_female_a__bonding_conversation_heavy_injury_08_a_01,"Ти ж не змусиш мене нести тебе назад, правда?"
loc_veteran_female_a__bonding_conversation_heavy_injury_08_c_01,"Буде, якщо ти знову отримаєш такий удар."
loc_veteran_female_a__bonding_conversation_legend_b_01,"Везуча стара Атома, ось що я скажу."
loc_veteran_female_a__bonding_conversation_legend_d_01,"Я так і думав... Більш нечутливий до сарказму, ніж серво-череп."
loc_veteran_female_a__bonding_conversation_lessons_a_01,"Послухай... може, я дам тобі кілька уроків стрільби. Знаєш, щоб ти покращив свою влучність?"
loc_veteran_female_a__bonding_conversation_lessons_c_01,"Ага, в цьому вся суть. Ніколи не давай єретику шансу, розумієш?"
loc_veteran_female_a__bonding_conversation_metropolitan_arrogance_b_01,Ти? Скромний? Тепер я все побачив.
loc_veteran_female_a__bonding_conversation_metropolitan_arrogance_d_01,"Ні. Я помилково сприймаю вашу зарозумілість за зарозумілість. Але я ніколи не казав, що мені це не подобається."
loc_veteran_female_a__bonding_conversation_metropolitan_bombs_b_01,"Навіть тоді, мабуть, ні. Час спливає. Вони краще зрівняють це місце з землею, ніж дозволять єретикам захопити його."
loc_veteran_female_a__bonding_conversation_metropolitan_bombs_d_01,"О, це не так, що ми щось відчуємо. Не надовго."
loc_veteran_female_a__bonding_conversation_metropolitan_chance_a_01,"Послухайте, ви прослужили довгий час. Який ви бачите розвиток подій?"
loc_veteran_female_a__bonding_conversation_metropolitan_chance_c_01,"Егеж, я відчувала, що ти це скажеш. Сподіваймося, що ми вийдемо з цього."
loc_veteran_female_a__bonding_conversation_metropolitan_charm_a_01,Моя зброя все ще не працює як слід. Потрібно звернутися до Хадрон.
loc_veteran_female_a__bonding_conversation_metropolitan_charm_c_01,"Ти просто повинен правильно з нею поговорити - знаєш, проявити свій шарм."
loc_veteran_female_a__bonding_conversation_metropolitan_compliment_a_01,"Чесно кажучи, я ніколи особливо не цікавився оґринами, але ти інший."
loc_veteran_female_a__bonding_conversation_metropolitan_compliment_c_01,Це були його точні слова?
loc_veteran_female_a__bonding_conversation_metropolitan_compliment_e_01,"Не зовсім впевнена, що це був комплімент."
loc_veteran_female_a__bonding_conversation_metropolitan_contest_a_01,"Ти ще зі мною, Здорованю?"
loc_veteran_female_a__bonding_conversation_metropolitan_contest_c_01,Ось це я і хотіла почути. Хочеш влаштувати змагання?
loc_veteran_female_a__bonding_conversation_metropolitan_crazy_b_01,Звичайно. Але погляньте на нас. Хіба хтось із нас можна назватись нормальним?
loc_veteran_female_a__bonding_conversation_metropolitan_crazy_d_01,"Це підтверджує мою думку, чи не так?"
loc_veteran_female_a__bonding_conversation_metropolitan_energy_a_01,"Я виснажена. Не знаю, звідки ти береш енергію."
loc_veteran_female_a__bonding_conversation_metropolitan_energy_c_01,"Не думаєте, що ви могли б поділитися цим?"
loc_veteran_female_a__bonding_conversation_metropolitan_eye_to_eye_b_01,Ти і твоя фіксація на очах. Рано чи пізно щось велике й потворне тебе звалить з ніг.
loc_veteran_female_a__bonding_conversation_metropolitan_eye_to_eye_d_01,"А «відстань» належить мені. З радістю поділюся нею, якщо ти передумаєш."
loc_veteran_female_a__bonding_conversation_metropolitan_following_a_01,"Мені здається, я тут часто натрапляю на тебе, Священник... Зачекай, ти за мною стежиш?"
loc_veteran_female_a__bonding_conversation_metropolitan_following_c_01,"Спробуй ще раз, але з почуттям."
loc_veteran_female_a__bonding_conversation_metropolitan_following_e_01,Егеж... Всі так кажуть. І це завжди брехня. Просто зізнайся собі в цьому. Тобі стане легше.
loc_veteran_female_a__bonding_conversation_metropolitan_friends_a_01,"Якщо вас затиснули, не соромтеся. Покличте мене, і я прийду зі зброєю напоготові."
loc_veteran_female_a__bonding_conversation_metropolitan_friends_c_01,"Ой, подивіться на нас, ми стали друзями. Це так зігріває душу."
loc_veteran_female_a__bonding_conversation_metropolitan_going_to_hel_a_01,"Не знаю як ви, але мені здається, що вся ця місія піде до біса."
loc_veteran_female_a__bonding_conversation_metropolitan_going_to_hel_c_01,Я краще довірюся своїй команді. То ти готовий до цього?
loc_veteran_female_a__bonding_conversation_metropolitan_going_to_hel_e_01,Ось це я і хотіла почути.
loc_veteran_female_a__bonding_conversation_metropolitan_good_team_b_01,"Звичайно, що так. Будь-яка команда, в якій я присутня, є хорошою командою."
loc_veteran_female_a__bonding_conversation_metropolitan_good_team_d_01,"Навіщо? Це ж не робить тебе куленепробивним, чи не так?"
loc_veteran_female_a__bonding_conversation_metropolitan_grave_mystery_a_01,"Іди сюди. Зроби це. Вбий того... Що за життя. Постійно командують, а ніхто не слухає, що ми говоримо."
loc_veteran_female_a__bonding_conversation_metropolitan_grave_mystery_c_01,"Бачиш, саме цього я і боюся. Я всього лише солдат, чи не так? А єдине, чого вартий солдат, — це безіменна могила."
loc_veteran_female_a__bonding_conversation_metropolitan_grave_mystery_e_01,"Якщо ти намагаєшся бути заспокійливим, ти робиш це неправильно."
loc_veteran_female_a__bonding_conversation_metropolitan_grenades_b_01,"Я не думаю, що вони вірять, що ми будемо використовувати їх належним чином."
loc_veteran_female_a__bonding_conversation_metropolitan_grenades_d_01,"Правда. Не зовсім по-солдатськи, чи не так? Не так, як ми."
loc_veteran_female_a__bonding_conversation_metropolitan_hangover_b_01,"Так. По коліна в бруді та єретиках. Боєприпасів мало, а у мене пекельне похмілля."
loc_veteran_female_a__bonding_conversation_metropolitan_hangover_d_01,Гей! Досить вже. Я просто почуваюся трохи... недобре. Розумієш?
loc_veteran_female_a__bonding_conversation_metropolitan_hangover_f_01,"Так, я впевнена."
loc_veteran_female_a__bonding_conversation_metropolitan_impatience_b_01,"Ой, ой, ой. Заспокойся. Краще жити й пізно, ніж рано і померти."
loc_veteran_female_a__bonding_conversation_metropolitan_impatience_d_01,"Звичайно. Це видно, бо ми ті, хто ще дихає."
loc_veteran_female_a__bonding_conversation_metropolitan_irony_b_01,"Я розумію, про що ти. Хто б міг подумати, що служба в Інквізиції збільшує тривалість життя?"
loc_veteran_female_a__bonding_conversation_metropolitan_irony_d_01,Хороша думка. Іронія — найнебезпечніший снайпер.
loc_veteran_female_a__bonding_conversation_metropolitan_leaders_a_01,"Якщо ви питаєте мене, то ми повинні переслідувати лідерів Моебіанців. Знаєте, відрубати голову змії."
loc_veteran_female_a__bonding_conversation_metropolitan_leaders_c_01,"У нас немає даних про це, але ми все одно продовжуємо працювати."
loc_veteran_female_a__bonding_conversation_metropolitan_leaders_e_01,"Краще ти, ніж я. Останнім часом вона в поганому настрої."
loc_veteran_female_a__bonding_conversation_metropolitan_lost_b_01,"Я розумію, про що ти. Все виглядає однаково, чи не так? З іншого боку, Морроу на нас не кричить, тож--"
loc_veteran_female_a__bonding_conversation_metropolitan_lost_d_01,Занадто рано сказала.
loc_veteran_female_a__bonding_conversation_metropolitan_lost_f_01,"Просто ненавидить мене, ось і все."
loc_veteran_female_a__bonding_conversation_metropolitan_mood_a_01,У тебе якесь похмуре обличчя. Що сталося?
loc_veteran_female_a__bonding_conversation_metropolitan_mood_c_01,"Тоді сьогодні твій щасливий день. Не бракує речей, які можна розбити."
loc_veteran_female_a__bonding_conversation_metropolitan_pet_b_01,"Ти, велика пушинка... Ось, як щодо одного з тих Бузувірів? Вони завжди звучать так, ніби їм потрібні міцні обійми. "
loc_veteran_female_a__bonding_conversation_metropolitan_pet_d_01,"Ось тепер ти говориш нашою мовою, Велетню."
loc_veteran_female_a__bonding_conversation_metropolitan_politics_a_01,"Ти чув те ж, що і я? Про те, що відбувається нагорі?"
loc_veteran_female_a__bonding_conversation_metropolitan_politics_c_01,"Я теж, але коли знатні родини починають обговорювати повалення губернатора планети, всі отримують свою частку від того, що відбувається далі."
loc_veteran_female_a__bonding_conversation_metropolitan_premonition_a_01,"Тримайся ближче до мене, Велетню. У мене погане передчуття щодо того, що нас чекає попереду."
loc_veteran_female_a__bonding_conversation_metropolitan_premonition_c_01,"Знаєте, передчуття. Це неприємне, свербляче відчуття, що якийсь Дрег націлився на твою голову."
loc_veteran_female_a__bonding_conversation_metropolitan_purpose_b_01,"Так воно і є, це правда. Але все одно, коли знайдеш ритм, все стає добре."
loc_veteran_female_a__bonding_conversation_metropolitan_purpose_d_01,"Тоді, думаю, це буде дуже насичений день. Пощастило тобі."
loc_veteran_female_a__bonding_conversation_metropolitan_quarrel_b_01,"О, ти ж знаєш, як це буває — дама ніколи не розповідає."
loc_veteran_female_a__bonding_conversation_metropolitan_quarrel_d_01,Вибачте. Я не можу нічого сказати.
loc_veteran_female_a__bonding_conversation_metropolitan_rats_b_01,"Так. Приємно знову бути частиною команди, а не заточеною в клітці щуром."
loc_veteran_female_a__bonding_conversation_metropolitan_rats_d_01,Дякую. Я намагаюся про це забути.
loc_veteran_female_a__bonding_conversation_metropolitan_redemption_b_01,"Не переймайся цим. «Покута» — це лише слово. Такі люди, як ми, не можуть вибирати. Ми просто завдаємо удару і першими мстимося."
loc_veteran_female_a__bonding_conversation_metropolitan_redemption_d_01,"Ми говоримо про єретиків, так?"
loc_veteran_female_a__bonding_conversation_metropolitan_redemption_f_01,Ах.
loc_veteran_female_a__bonding_conversation_metropolitan_saint_b_01,Чому ні? Все можливо. Чому тебе це хвилює? Ти будеш мертвий.
loc_veteran_female_a__bonding_conversation_metropolitan_saint_d_01,"А я думала, ти просто хотів статую. Трон! Твоя голова — це мішок з птера-білками, без сумніву."
loc_veteran_female_a__bonding_conversation_metropolitan_shot_at_a_01,Ти виглядаєш трохи похмурим. Дай вгадаю — тебе охоплює гірка реальність військового життя.
loc_veteran_female_a__bonding_conversation_metropolitan_shot_at_c_01,Але ... ?
loc_veteran_female_a__bonding_conversation_metropolitan_shot_at_e_01,Ой. Не варто перейматися пострілами. Залиште це для «потрапляння».
loc_veteran_female_a__bonding_conversation_metropolitan_snappy_b_01,"Це жваво. Ти весь ранок думав над цим, так?"
loc_veteran_female_a__bonding_conversation_metropolitan_snappy_d_01,"Я переконана. Крім того, не враховуючи прокляття, мені здається, що їх у наших лавах теж вистачає."
loc_veteran_female_a__bonding_conversation_metropolitan_snappy_f_01,"Я чомусь знала, що ти це скажеш."
loc_veteran_female_a__bonding_conversation_metropolitan_spelling_a_01,"Ти просто не здаєшся, чи не так, Здорованю?"
loc_veteran_female_a__bonding_conversation_metropolitan_spelling_c_01,Ви вмієте писати багато слів?
loc_veteran_female_a__bonding_conversation_metropolitan_talking_b_01,"У мене були і кращі дні, але я ще не померла."
loc_veteran_female_a__bonding_conversation_metropolitan_talking_d_01,"Мабуть, так буде краще."
loc_veteran_female_a__bonding_conversation_metropolitan_talking_f_01,"Так, трупи - це балакучі виродки, особливо коли вони насправді зовсім не трупи."
loc_veteran_female_a__bonding_conversation_metropolitan_teeth_b_01,"Так. Добре, чи не так?"
loc_veteran_female_a__bonding_conversation_metropolitan_teeth_d_01,"О. Так... Вони страшні, чи не так?"
loc_veteran_female_a__bonding_conversation_metropolitan_teeth_f_01,І пошуки розсудливого Бузувіра тривають...
loc_veteran_female_a__bonding_conversation_metropolitan_vigilance_a_01,"Ти помітив, як один із твоїх колег-священиків постійно стежить за мною, правда?"
loc_veteran_female_a__bonding_conversation_metropolitan_vigilance_c_01,Так. «Пильність». Ось що це таке. Звичайно.
loc_veteran_female_a__bonding_conversation_metropolitan_vigilance_e_01,"Зачекай. Я не казала, що мені це не подобається."
loc_veteran_female_a__bonding_conversation_metropolitan_worse_a_01,"Ну, могло б бути й краще."
loc_veteran_female_a__bonding_conversation_metropolitan_worse_c_01,"Ну... так. Але завжди може бути гірше. Таке життя у Гвардії, чи не так?"
loc_veteran_female_a__bonding_conversation_perfectist_b_01,"Не міг би ти стати трохи попереду мене? Закрий кілька пострілів. Їхні постріли, тобто. Не мої."
loc_veteran_female_a__bonding_conversation_perfectist_d_01,"Тримати голову опущеною, ось що. Як нормальна людина."
loc_veteran_female_a__bonding_conversation_remembrance_b_01,"Пам'ятаєш себе? Я досі чую твій крик бою, що лунає в моїй голові."
loc_veteran_female_a__bonding_conversation_remembrance_d_01,"Це правда? А може, просто ти дуже голосно кричиш, чи не так?"
loc_veteran_female_a__bonding_conversation_round_three_attention_a_01,"Гей! Відьмо! Ти хоч звертаєш увагу на те, що відбувається?"
loc_veteran_female_a__bonding_conversation_round_three_attention_c_01,І що це саме означає?
loc_veteran_female_a__bonding_conversation_round_three_broken_b_01,"Це єдине, на що я можу покластися. Я ніколи не віддам його."
loc_veteran_female_a__bonding_conversation_round_three_broken_d_01,Гвардія не порушує правил. Ніколи.
loc_veteran_female_a__bonding_conversation_round_three_head_down_a_01,"Гей, Псайкере! Якщо не хочеш, щоб тебе застрелили, тримай свою велику голову при собі!"
loc_veteran_female_a__bonding_conversation_round_three_head_down_c_01,"Важко сказати. Чесно кажучи, я не впевнена, що всі ваші собаки гавкають."
loc_veteran_female_a__bonding_conversation_round_three_old_days_a_01,Я рада знову воювати пліч-о-пліч зі справжнім солдатом. Це нагадує мені про старі добрі часи.
loc_veteran_female_a__bonding_conversation_round_three_old_days_c_01,"... погані офіцери, злі криваві комісари, погані пайки ..."
loc_veteran_female_a__bonding_conversation_round_three_scars_b_01,"Так? Ну, життя у Гвардії схоже на шрами, які воно залишає: ніколи не зникає."
loc_veteran_female_a__bonding_conversation_round_three_scars_d_01,Я не знаю. Я просто стріляю.
loc_veteran_female_a__bonding_conversation_round_three_spiders_a_01,"Я вже казав тобі: залишайся там, де я можу тебе бачити."
loc_veteran_female_a__bonding_conversation_round_three_spiders_c_01,"Ну, раніше ні, але зараз? ... Ти справді це зробиш?"
loc_veteran_female_a__bonding_conversation_scoring_b_01,"Ну, я думаю, я поставлю вам найвищу оцінку за ситуаційну обізнаність, але дещо нижчу за «причину і наслідок»."
loc_veteran_female_a__bonding_conversation_scoring_d_01,"Криваві єретики завжди поруч, ти обпечений гіринкс! ... Імператоре, дай мені сили."
loc_veteran_female_a__bonding_conversation_shooting_back_a_01,"На мій погляд, чим більше єретиків ми вбиваємо, тим менше їх залишається, щоб стріляти у відповідь."
loc_veteran_female_a__bonding_conversation_shooting_back_c_01,Не критикуйте очевидне. Саме це дозволяє вам залишатися живими у Гвардії.
loc_veteran_female_a__bonding_conversation_smear_a_01,Ти повинен перестати так поспішати. Це робить тебе ціллю.
loc_veteran_female_a__bonding_conversation_smear_c_01,"Ні, не так. Отримай достатньо пострілів з пекельної зброї, і ти перетворишся на жирну пляму."
loc_veteran_female_a__bonding_conversation_spy_proof_a_01,"Цікаво, як єретики завжди знають, де нас знайти, чи не так?"
