"key","value"
"loc_veteran_female_a__alerted_enemy_daemonhost_03","Leave it alone! Hope it returns the favour."
"loc_veteran_female_a__alerted_enemy_daemonhost_04","Stop aggravating it!"
"loc_veteran_female_a__alerted_enemy_daemonhost_05","Emperor's Throne! Leave the damn thing alone."
"loc_veteran_female_a__alerted_enemy_daemonhost_06","Let it alone!"
"loc_veteran_female_a__alerted_enemy_daemonhost_07","Don't do that!"
"loc_veteran_female_a__alerted_enemy_daemonhost_08","Leave the Daemonhost alone!"
"loc_veteran_female_a__alerted_enemy_daemonhost_09","You mad? Leave it alone!"
"loc_veteran_female_a__alerted_enemy_daemonhost_10","Don’t provoke the fragging thing!"
"loc_veteran_female_a__almost_there_01","Not long now!"
"loc_veteran_female_a__almost_there_02","Move your feet! Almost there!"
"loc_veteran_female_a__almost_there_03","Come on! Mission's done! Time to leave!"
"loc_veteran_female_a__almost_there_04","One last effort! Let's get fragging home!"
"loc_veteran_female_a__almost_there_05","Yeah! Nothing like seeing evac waiting up ahead!"
"loc_veteran_female_a__asset_foul_smoke_01","[Cough] What is this muck anyway?"
"loc_veteran_female_a__asset_foul_smoke_02","[Cough] Breathe shallow if you can."
"loc_veteran_female_a__asset_foul_smoke_03","[Fast, pained breathing]"
"loc_veteran_female_a__asset_foul_smoke_04","[Cough] Air's full of muck ..."
"loc_veteran_female_a__asset_grease_pit_01","Don't want to go falling in that pit. Nasty way to go."
"loc_veteran_female_a__asset_grease_pit_02","Mind your footing. That sludge looks nasty."
"loc_veteran_female_a__asset_nurgle_growth_01","Would you look at that? Revolting."
"loc_veteran_female_a__asset_nurgle_growth_02","Yeah, that's some proper nastiness."
"loc_veteran_female_a__asset_nurgle_growth_03","That's fragging horrible."
"loc_veteran_female_a__asset_nurgle_growth_04","Watch your step around that sludge. Looks nasty."
"loc_veteran_female_a__asset_nurgle_growth_05","Stay out of the goo! That ain't right."
"loc_veteran_female_a__asset_sigil_01","Would you look at that. This place used to have a bit of pride."
"loc_veteran_female_a__asset_sigil_02","You can just about see the old consulate, if you look hard enough."
"loc_veteran_female_a__asset_unnatural_dark_a_01","Bit gloomy down here, ain't it?"
"loc_veteran_female_a__asset_unnatural_dark_a_02","Got a low-light area. Stay alert!"
"loc_veteran_female_a__asset_unnatural_dark_a_03","Fragging dark down here ..."
"loc_veteran_female_a__asset_unnatural_dark_a_04","Gonna be hard to see for a bit."
"loc_veteran_female_a__asset_unnatural_dark_b_01","Stay sharp! Could be an ambush waiting!"
"loc_veteran_female_a__asset_unnatural_dark_b_02","Good place for a trap."
"loc_veteran_female_a__asset_unnatural_dark_b_03","Stay alert! Might be heretics lurking!"
"loc_veteran_female_a__asset_unnatural_dark_b_04","Let's try not to get split up."
"loc_veteran_female_a__away_from_squad_01","Where am I? Must've took a wrong turn."
"loc_veteran_female_a__away_from_squad_02","Emperor's Throne, I've lost the others."
"loc_veteran_female_a__away_from_squad_03","Sound off! Where are you?"
"loc_veteran_female_a__away_from_squad_04","Alone again. Really shouldn't wander off like that."
"loc_veteran_female_a__away_from_squad_05","This ain't right. Where is everyone?"
"loc_veteran_female_a__away_from_squad_06","Might be… lost."
"loc_veteran_female_a__away_from_squad_07","Ah. Where is everyone?"
"loc_veteran_female_a__away_from_squad_08","Throne! They were here a minute ago…"
"loc_veteran_female_a__away_from_squad_09","Alone? That never ends well…"
"loc_veteran_female_a__away_from_squad_10","Where did they wander off to?"
"loc_veteran_female_a__away_from_squad_b_01","Get your arse back here!"
"loc_veteran_female_a__away_from_squad_b_02","Squad up! No one goes alone!"
"loc_veteran_female_a__away_from_squad_b_03","We've got a stray. Gang up!"
"loc_veteran_female_a__away_from_squad_b_04","We've got to stay together. Don't you get that?"
"loc_veteran_female_a__away_from_squad_b_05","Stay together! Throne ... how many times ... ?"
"loc_veteran_female_a__blitz_krak_grenade_a_01","Krak out!"
"loc_veteran_female_a__blitz_krak_grenade_a_02","Throwing krak!"
"loc_veteran_female_a__blitz_krak_grenade_a_03","Krak grenade!"
"loc_veteran_female_a__blitz_krak_grenade_a_04","Krak grenade!"
"loc_veteran_female_a__blitz_krak_grenade_a_05","Kraking armour!"
"loc_veteran_female_a__blitz_krak_grenade_a_06","Sticky bomb!"
"loc_veteran_female_a__blitz_krak_grenade_a_07","Krak going out!"
"loc_veteran_female_a__blitz_krak_grenade_a_08","Throwing krak grenade!"
"loc_veteran_female_a__blitz_krak_grenade_a_09","Krak thrown!"
"loc_veteran_female_a__blitz_krak_grenade_a_10","Chucking krak!"
"loc_veteran_female_a__blitz_smoke_grenade_a_01","Smoke out!"
"loc_veteran_female_a__blitz_smoke_grenade_a_02","Smoke!"
"loc_veteran_female_a__blitz_smoke_grenade_a_03","Smoke!"
"loc_veteran_female_a__blitz_smoke_grenade_a_04","C-19-Alpha smoke!"
"loc_veteran_female_a__blitz_smoke_grenade_a_05","Smoke grenade!"
"loc_veteran_female_a__blitz_smoke_grenade_a_06","Smoke grenade!"
"loc_veteran_female_a__blitz_smoke_grenade_a_07","Chucking smoke!"
"loc_veteran_female_a__blitz_smoke_grenade_a_08","Smoker!"
"loc_veteran_female_a__blitz_smoke_grenade_a_09","Smoke screen out!"
"loc_veteran_female_a__blitz_smoke_grenade_a_10","Throwing out smoke!"
"loc_veteran_female_a__bonding_conversation_crowds_a_01","You ain't bad at this. You had any military training."
"loc_veteran_female_a__bonding_conversation_crowds_c_01","Yeah? And what did you do?"
"loc_veteran_female_a__bonding_conversation_faith_renewed_a_01","Does me good to see a holy warrior cutting down heretics."
"loc_veteran_female_a__bonding_conversation_faith_renewed_c_01","Want to make a competition of it? "
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_ogr_a_b_01","You like that one, Big Man?"
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_ogr_a_d_01","Someone's been teaching you new words, ain't they?"
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_psy_a_b_01","The trigger finger never gets tired."
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_psy_a_d_01","Yeah? Well, I'm a soldier. This is what I know."
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_vet_b_b_01","See? I knew those hours of practice'd pay off."
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_vet_b_d_01","You never change, do you?"
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_zea_a_b_01","One less heretic, eh?"
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_a_zea_a_d_01","Yeah. We'll kill 'em together, right?"
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_b_male_vet_a_c_01","Me? I don't get jealous."
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_b_vet_a_c_01","Not me. You cheat as much as Masozi."
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_b_vet_a_e_01","You're right. She don't deserve that."
"loc_veteran_female_a__bonding_conversation_headshot_extension_vet_c_vet_a_c_01","No need to be superior. The Guard's the Guard."
"loc_veteran_female_a__bonding_conversation_heavy_injury_01_b_01","This? ... Nothing but a scratch."
"loc_veteran_female_a__bonding_conversation_heavy_injury_01_d_01","I hear you. "
"loc_veteran_female_a__bonding_conversation_heavy_injury_02_b_01","Goes with being in the guard, don't it?"
"loc_veteran_female_a__bonding_conversation_heavy_injury_02_d_01","Born ready. "
"loc_veteran_female_a__bonding_conversation_heavy_injury_03_b_01","Yeah? Well, I'm gonna get 'em better. Just watch."
"loc_veteran_female_a__bonding_conversation_heavy_injury_03_d_01","Now that's what I like to hear!"
"loc_veteran_female_a__bonding_conversation_heavy_injury_04_b_01","Tougher than I look, that's me."
"loc_veteran_female_a__bonding_conversation_heavy_injury_04_d_01","Come here and say that!"
"loc_veteran_female_a__bonding_conversation_heavy_injury_05_a_01","You got another round in you?"
"loc_veteran_female_a__bonding_conversation_heavy_injury_05_c_01","Might not have one to give, but I'll do my best."
"loc_veteran_female_a__bonding_conversation_heavy_injury_06_a_01","You're gonna need some serious meds when we get back. "
"loc_veteran_female_a__bonding_conversation_heavy_injury_06_c_01","You stow that defeatist talk, soldier. You hear me?"
"loc_veteran_female_a__bonding_conversation_heavy_injury_07_a_01","Stop trying to be a hero, would you? Making the rest of us look bad."
"loc_veteran_female_a__bonding_conversation_heavy_injury_07_c_01","Oh, stop feeling sorry for yourself. "
"loc_veteran_female_a__bonding_conversation_heavy_injury_08_a_01","Now you ain't gonna make me carry you back, are you?"
"loc_veteran_female_a__bonding_conversation_heavy_injury_08_c_01","Will be if you take another wallop like that."
"loc_veteran_female_a__bonding_conversation_legend_b_01","Lucky old Atoma, that's what I say."
"loc_veteran_female_a__bonding_conversation_legend_d_01","That's what I thought ... More oblivious to sarcasm than a servo-skull."
"loc_veteran_female_a__bonding_conversation_lessons_a_01","Look … maybe you should let me give you some marksmanship lesson. You know, improve your aim?"
"loc_veteran_female_a__bonding_conversation_lessons_c_01","Yeah, that’s the whole point. Never give a heretic an even break, you know?"
"loc_veteran_female_a__bonding_conversation_metropolitan_arrogance_b_01","You? Humble? Now I've seen everything."
"loc_veteran_female_a__bonding_conversation_metropolitan_arrogance_d_01","No. I mistake your arrogance for arrogance. But I never said I didn't like it."
"loc_veteran_female_a__bonding_conversation_metropolitan_bombs_b_01","Probably not even then. Clock's ticking. They'll bomb this place flat before they let the heretics take it."
"loc_veteran_female_a__bonding_conversation_metropolitan_bombs_d_01","Oh, it's not like we'll feel anything. Not for long."
"loc_veteran_female_a__bonding_conversation_metropolitan_chance_a_01","Look, you've served a long time. How do you see all this going?"
"loc_veteran_female_a__bonding_conversation_metropolitan_chance_c_01","Yeah, I'd a feeling you'd say that. Let's hope we make it out the other side."
"loc_veteran_female_a__bonding_conversation_metropolitan_charm_a_01","This gun of mine still ain't working right. I need to take it up with Hadron."
"loc_veteran_female_a__bonding_conversation_metropolitan_charm_c_01","You've just got to talk to her right - you know, lay on the charm."
"loc_veteran_female_a__bonding_conversation_metropolitan_compliment_a_01","Tell you the truth, I never much cared for Ogryns, but you're different."
"loc_veteran_female_a__bonding_conversation_metropolitan_compliment_c_01","Those were his exact words?"
"loc_veteran_female_a__bonding_conversation_metropolitan_compliment_e_01","Ain't rightly sure that was a compliment."
"loc_veteran_female_a__bonding_conversation_metropolitan_contest_a_01","Still with me, Big Man?"
"loc_veteran_female_a__bonding_conversation_metropolitan_contest_c_01","That's what I like to hear. Want to make a contest of it?"
"loc_veteran_female_a__bonding_conversation_metropolitan_crazy_b_01","I mean, sure. But look at us. Ain't none of us exactly what you'd call sane, are we?"
"loc_veteran_female_a__bonding_conversation_metropolitan_crazy_d_01","Rather makes my point for me, don't it?"
"loc_veteran_female_a__bonding_conversation_metropolitan_energy_a_01","I'm bushed. I don't know where you get your energy."
"loc_veteran_female_a__bonding_conversation_metropolitan_energy_c_01","Don't suppose you'd see your way clear to sharing it?"
"loc_veteran_female_a__bonding_conversation_metropolitan_eye_to_eye_b_01","You and your eye-to-eye fixation. Sooner or later something big and ugly is going to wallop you flat."
"loc_veteran_female_a__bonding_conversation_metropolitan_eye_to_eye_d_01","And ""distance"" is mine. Happy to share it, if you change your mind."
"loc_veteran_female_a__bonding_conversation_metropolitan_following_a_01","Feel like I keep running into you a lot down here, Priest ... Hang about, are you following me?"
"loc_veteran_female_a__bonding_conversation_metropolitan_following_c_01","Try that again, but with feeling."
"loc_veteran_female_a__bonding_conversation_metropolitan_following_e_01","Yeah ... That's what they all say. And it's always a lie. Just admit it to yourself. You'll feel better."
"loc_veteran_female_a__bonding_conversation_metropolitan_friends_a_01","If you get pinned down, don't be shy. Give me a holler and I'll come in guns blazing."
"loc_veteran_female_a__bonding_conversation_metropolitan_friends_c_01","Awww. Look at us, becoming friends. Warms the cockles, it does."
"loc_veteran_female_a__bonding_conversation_metropolitan_going_to_hel_a_01","Don't know about you, but it seems to me this whole mission's going to hel in a hand cannon."
"loc_veteran_female_a__bonding_conversation_metropolitan_going_to_hel_c_01","I'd rather trust to my team. So are you up for this?"
"loc_veteran_female_a__bonding_conversation_metropolitan_going_to_hel_e_01","Now that's what I wanted to hear."
"loc_veteran_female_a__bonding_conversation_metropolitan_good_team_b_01","Of course we do. Any team I'm on is a good team."
"loc_veteran_female_a__bonding_conversation_metropolitan_good_team_d_01","What for? Don't exactly make you bullet proof, does it?"
"loc_veteran_female_a__bonding_conversation_metropolitan_grave_mystery_a_01","Go here. Do this. Kill that ... What a life. Always bossed around and no one listening to a word we say."
"loc_veteran_female_a__bonding_conversation_metropolitan_grave_mystery_c_01","See, that's what I'm afraid of. Just a grunt, ain't I? And the only thing a grunt's worth is an unmarked grave."
"loc_veteran_female_a__bonding_conversation_metropolitan_grave_mystery_e_01","If you're trying to be a comfort, you're doing it wrong."
"loc_veteran_female_a__bonding_conversation_metropolitan_grenades_b_01","I don't reckon they trust us to use 'em proper."
"loc_veteran_female_a__bonding_conversation_metropolitan_grenades_d_01","True. Not exactly soldierly, are they? Not like us."
"loc_veteran_female_a__bonding_conversation_metropolitan_hangover_b_01","Yeah. Knee deep in filth and heretics. Ammo's scarce and I've got one hel of a hangover."
"loc_veteran_female_a__bonding_conversation_metropolitan_hangover_d_01","Oi! Enough of that. I'm just feeling a bit ... delicate. You understand?"
"loc_veteran_female_a__bonding_conversation_metropolitan_hangover_f_01","Yeah, I bet."
"loc_veteran_female_a__bonding_conversation_metropolitan_impatience_b_01","Woah, woah, woah. Calm down. Better living and late than early and dead."
"loc_veteran_female_a__bonding_conversation_metropolitan_impatience_d_01","Course it is. You can tell, because we're the ones that are still breathing."
"loc_veteran_female_a__bonding_conversation_metropolitan_irony_b_01","I know what you mean. Who'd have thought serving the Inquisition brought greater life expectancy?"
"loc_veteran_female_a__bonding_conversation_metropolitan_irony_d_01","Good point. Irony's the deadliest sniper going."
"loc_veteran_female_a__bonding_conversation_metropolitan_leaders_a_01","If you ask me, we should be going after the Moebians' leaders. You know, cut the head off the snake."
"loc_veteran_female_a__bonding_conversation_metropolitan_leaders_c_01","We ain't got the numbers for any of this, but we forge on all the same."
"loc_veteran_female_a__bonding_conversation_metropolitan_leaders_e_01","Rather you than me. She's been in one of her moods lately."
"loc_veteran_female_a__bonding_conversation_metropolitan_lost_b_01","I know what you mean. This all looks the same, don't it? Then again, Morrow ain't shouting at us so--"
"loc_veteran_female_a__bonding_conversation_metropolitan_lost_d_01","Spoke too soon."
"loc_veteran_female_a__bonding_conversation_metropolitan_lost_f_01","Just hates me, that's all."
"loc_veteran_female_a__bonding_conversation_metropolitan_mood_a_01","You've got a face on you. What's the problem?"
"loc_veteran_female_a__bonding_conversation_metropolitan_mood_c_01","Then this is your lucky day. No shortage of things to smash."
"loc_veteran_female_a__bonding_conversation_metropolitan_pet_b_01","You big softy ... Here, how about one of them Zealots? They always sound like they need a good hug. "
"loc_veteran_female_a__bonding_conversation_metropolitan_pet_d_01","Now you're talking, Big Man."
"loc_veteran_female_a__bonding_conversation_metropolitan_politics_a_01","You been hearing what I've been hearing? About what's going on up-spire?"
"loc_veteran_female_a__bonding_conversation_metropolitan_politics_c_01","Mine neither, but when the noble houses start chattering about overthrowing the planetary governor, everyone gets a piece of what follows."
"loc_veteran_female_a__bonding_conversation_metropolitan_premonition_a_01","Stick close to me, Big Man. I've got a bad feeling about what's up ahead."
"loc_veteran_female_a__bonding_conversation_metropolitan_premonition_c_01","You know, a premonition. That nasty, itchy feeling that some Dreg's got her sights lined up on the back of your bonce."
"loc_veteran_female_a__bonding_conversation_metropolitan_purpose_b_01","That's how it goes, right enough. Still, it's okay once you find the rhythm."
"loc_veteran_female_a__bonding_conversation_metropolitan_purpose_d_01","Then I reckon this is going to be a very purposeful day. Lucky you."
"loc_veteran_female_a__bonding_conversation_metropolitan_quarrel_b_01","Oh, you know how it is - a lady never tells."
"loc_veteran_female_a__bonding_conversation_metropolitan_quarrel_d_01","Sorry. My lips are sealed."
"loc_veteran_female_a__bonding_conversation_metropolitan_rats_b_01","Yeah. Feels good being part of a team again instead of a caged rat."
"loc_veteran_female_a__bonding_conversation_metropolitan_rats_d_01","Thanks. I was trying to forget that."
"loc_veteran_female_a__bonding_conversation_metropolitan_redemption_b_01","Try not to worry about it. ""Redemption"" is just a word. People like us don't get to pick and choose. We just put the boot in and get our retaliation in first."
"loc_veteran_female_a__bonding_conversation_metropolitan_redemption_d_01","We're talking heretics, right?"
"loc_veteran_female_a__bonding_conversation_metropolitan_redemption_f_01","Ah."
"loc_veteran_female_a__bonding_conversation_metropolitan_saint_b_01","Why not? Anything's possible. Why do you care? You'll be dead."
"loc_veteran_female_a__bonding_conversation_metropolitan_saint_d_01","And here was me thinking you just wanted a statue. Throne! Your head is a bag of ptera squirrels and no mistake."
"loc_veteran_female_a__bonding_conversation_metropolitan_shot_at_a_01","You're looking a bit glum. Let me guess - the nasty reality of soldiering's setting in."
"loc_veteran_female_a__bonding_conversation_metropolitan_shot_at_c_01","But ... ?"
"loc_veteran_female_a__bonding_conversation_metropolitan_shot_at_e_01","Awww. You shouldn't mind the shooting. Save that for the ""getting hit""."
"loc_veteran_female_a__bonding_conversation_metropolitan_snappy_b_01","That's snappy. Spend all morning thinking that up, did you?"
"loc_veteran_female_a__bonding_conversation_metropolitan_snappy_d_01","That's me convinced. Besides, not counting damnation, seems to me we've plenty of that in our ranks too."
"loc_veteran_female_a__bonding_conversation_metropolitan_snappy_f_01","Somehow I knew you were going to say that."
"loc_veteran_female_a__bonding_conversation_metropolitan_spelling_a_01","You just don't give up, do you Big Man?"
"loc_veteran_female_a__bonding_conversation_metropolitan_spelling_c_01","Can you spell many words?"
"loc_veteran_female_a__bonding_conversation_metropolitan_talking_b_01","I've had better days, but I'm not dead yet."
"loc_veteran_female_a__bonding_conversation_metropolitan_talking_d_01","Probably for the best."
"loc_veteran_female_a__bonding_conversation_metropolitan_talking_f_01","Yeah, corpses are lippy buggers - especially when they're not really corpses at all."
"loc_veteran_female_a__bonding_conversation_metropolitan_teeth_b_01","Yeah. Nice, ain't it?"
"loc_veteran_female_a__bonding_conversation_metropolitan_teeth_d_01","Oh. Right ... Scary, are they?"
"loc_veteran_female_a__bonding_conversation_metropolitan_teeth_f_01","And the search for a sane Zealot continues ..."
"loc_veteran_female_a__bonding_conversation_metropolitan_vigilance_a_01","You've noticed how one of your fellow Priests keeps watching me, right?"
"loc_veteran_female_a__bonding_conversation_metropolitan_vigilance_c_01","Yeah. ""Vigilance"". That's what it is. Sure."
"loc_veteran_female_a__bonding_conversation_metropolitan_vigilance_e_01","Now hang on. I didn't say I didn't like it."
"loc_veteran_female_a__bonding_conversation_metropolitan_worse_a_01","Well, this could be going better."
"loc_veteran_female_a__bonding_conversation_metropolitan_worse_c_01","Well ... yeah. But then it can always get worse. That's life in the Guard, right?"
"loc_veteran_female_a__bonding_conversation_perfectist_b_01","Couldn't arrange to stand a little bit in front of me, could you? Block a couple of shots. Their shots, that is. Not mine."
"loc_veteran_female_a__bonding_conversation_perfectist_d_01","Keeping her head down, that's what. Like a normal person."
"loc_veteran_female_a__bonding_conversation_remembrance_b_01","Remember you? I've still got your bleeding battle-cry echoing around my brain."
"loc_veteran_female_a__bonding_conversation_remembrance_d_01","Is that right? Then again, could just be that you're dead loud, couldn't it?"
"loc_veteran_female_a__bonding_conversation_round_three_attention_a_01","Oi! Witch! Are you paying any attention to what's going on?"
"loc_veteran_female_a__bonding_conversation_round_three_attention_c_01","And what's that supposed to mean, exactly?"
"loc_veteran_female_a__bonding_conversation_round_three_broken_b_01","This thing here's the only thing I can rely on. I ain't never letting it go."
"loc_veteran_female_a__bonding_conversation_round_three_broken_d_01","The Guard don't break. Not ever."
"loc_veteran_female_a__bonding_conversation_round_three_head_down_a_01","Oi, Psyker! If you don't want to get shot, keep that big head down!"
"loc_veteran_female_a__bonding_conversation_round_three_head_down_c_01","Hard to say. I'm not sure all your dogs are barking, if I'm honest."
"loc_veteran_female_a__bonding_conversation_round_three_old_days_a_01","I'm glad to be fighting alongside a proper soldier again. Reminds me of the good old days."
"loc_veteran_female_a__bonding_conversation_round_three_old_days_c_01","... bad officers, evil bloody commissars, dreggy rations ..."
"loc_veteran_female_a__bonding_conversation_round_three_scars_b_01","Yeah? Well, a life in the Guard's like the scars it gives you: never leaves."
"loc_veteran_female_a__bonding_conversation_round_three_scars_d_01","I wouldn't know. I just shoot stuff."
"loc_veteran_female_a__bonding_conversation_round_three_spiders_a_01","I've told you before: stay where I can see you."
"loc_veteran_female_a__bonding_conversation_round_three_spiders_c_01","Well. I wasn't, but now? ... Would you really do that?"
"loc_veteran_female_a__bonding_conversation_scoring_b_01","Well, I guess I'll give you a perfect score for situational awareness, but a somewhat lower one for ""cause and effect""."
"loc_veteran_female_a__bonding_conversation_scoring_d_01","The bloody heretics are always nearby, you scalded gyrinx! ... Emperor give me strength."
"loc_veteran_female_a__bonding_conversation_shooting_back_a_01","The way I see it, the more heretics we kill, the less of them there are shooting back."
"loc_veteran_female_a__bonding_conversation_shooting_back_c_01","Don't knock being obvious. That's the kind of thing keeps you alive in the Guard."
"loc_veteran_female_a__bonding_conversation_smear_a_01","You've got to stop rushing in like that. Makes you a target."
"loc_veteran_female_a__bonding_conversation_smear_c_01","No. It ain't. Catch enough hellgun shots and you'll be a greasy smear."
"loc_veteran_female_a__bonding_conversation_spy_proof_a_01","Funny how the heretics always know where to find us, ain't it?"
"loc_veteran_female_a__bonding_conversation_spy_proof_c_01","Or, you know, it could be the unceasing gunfire and your booming voice."
"loc_veteran_female_a__bonding_conversation_tarry_not_b_01","Not sure I can keep up with you. "
"loc_veteran_female_a__bonding_conversation_tarry_not_d_01","Didn't understand a word of that, but you seem happy enough. Guess that'll do."
"loc_veteran_female_a__calling_for_help_01","Help!"
"loc_veteran_female_a__calling_for_help_02","Help me!"
"loc_veteran_female_a__calling_for_help_03","Emperor's Throne! Help!"
"loc_veteran_female_a__calling_for_help_04","Aaaagh!"
"loc_veteran_female_a__calling_for_help_05","Aaaaaaaaaaaah!"
"loc_veteran_female_a__calling_for_help_06","I need help!"
"loc_veteran_female_a__calling_for_help_07","You useless fraggers! Help me!"
"loc_veteran_female_a__calling_for_help_08","Help!"
"loc_veteran_female_a__calling_for_help_09","Help!"
"loc_veteran_female_a__calling_for_help_10","Lambda-1 intercession needed!"
"loc_veteran_female_a__com_wheel_vo_enemy_over_here_01","Enemy spotted!"
"loc_veteran_female_a__com_wheel_vo_enemy_over_here_02","Enemy spotted!"
"loc_veteran_female_a__com_wheel_vo_enemy_over_here_03","Enemy sighted!"
"loc_veteran_female_a__com_wheel_vo_enemy_over_here_04","Enemy sighted!"
"loc_veteran_female_a__com_wheel_vo_enemy_over_here_05","Enemy!"
"loc_veteran_female_a__com_wheel_vo_enemy_over_here_06","Enemy!"
"loc_veteran_female_a__com_wheel_vo_follow_you_01","Watching your back!"
"loc_veteran_female_a__com_wheel_vo_follow_you_02","Watching your back!"
"loc_veteran_female_a__com_wheel_vo_follow_you_03","I'm with you!"
"loc_veteran_female_a__com_wheel_vo_follow_you_04","I'm with you!"
"loc_veteran_female_a__com_wheel_vo_follow_you_05","Following your lead!"
"loc_veteran_female_a__com_wheel_vo_follow_you_06","Following your lead!"
"loc_veteran_female_a__com_wheel_vo_for_the_emperor_01","For the Emperor!"
"loc_veteran_female_a__com_wheel_vo_for_the_emperor_02","For the Emperor!"
"loc_veteran_female_a__com_wheel_vo_for_the_emperor_03","For the Throne!"
"loc_veteran_female_a__com_wheel_vo_for_the_emperor_04","Don't mess with the Guard!"
"loc_veteran_female_a__com_wheel_vo_for_the_emperor_05","For Atoma!"
"loc_veteran_female_a__com_wheel_vo_for_the_emperor_06","For Atoma!"
"loc_veteran_female_a__com_wheel_vo_location_attention_01","Check there!"
"loc_veteran_female_a__com_wheel_vo_location_attention_02","Check there!"
"loc_veteran_female_a__com_wheel_vo_location_attention_03","Look there!"
"loc_veteran_female_a__com_wheel_vo_location_attention_04","Look there!"
"loc_veteran_female_a__com_wheel_vo_location_attention_05","Check that out!"
